Decision_ID,Approval_Batch_ID,Domain,Observed_L4_ID_PreApply,Source_Row_IDs,Source_L4_IDs_Before,Target_L3_ID,Expected_Title_en,Expected_Title_ko_Before,Expected_Description_ko_Before,Approved_Title_ko_After,Approved_Description_ko_After,Allowed_Changed_Fields,Expected_Before_SHA256,Editorial_Category,Terminology_Evidence,Clear_Mapping_Evidence,Approval_Status
KOC-0031,KOREAN_COPYEDIT_20260829,General,G_INT_PRIV_009,SRC-G-0559,new,G_INT_PRIV,Misuse and trade of personal information,개인정보 악용 및 거래,AI 시스템이 개인 정보 악용 및 거래 관련 콘텐츠·판단·행동을 수행·조장·지원하여 프라이버시와 정보 자기 결정권을 침해하는 리스크.,개인정보 악용 및 거래,AI 시스템이 개인정보 악용 및 거래 관련 콘텐츠·판단·행동을 수행·조장·지원하여 프라이버시와 정보자기결정권을 침해하는 리스크.,L4_Description_ko,7a0dab4e298fe02224223964bb67a462522287f57e209b67af256a645230d727,ORTHOGRAPHY,L3_MASTER|KOREAN_ORTHOGRAPHY_AND_SPACING_QA,NO,APPROVED_LANGUAGE_QA_20260829
KOC-0032,KOREAN_COPYEDIT_20260829,General,G_INT_PRIV_010,SRC-G-0238,RAI4-1364,G_INT_PRIV,Personal information collection without safeguards,보호장치 없는 개인정보 수집,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 웹스크래핑으로 수집된 학습 데이터셋과 하류 미세 조정용 사내 데이터에 개인 데이터와 개인 식별 정보가 보호 장치 없이 포함되는 리스크.,보호장치 없는 개인정보 수집,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 웹스크래핑으로 수집된 학습 데이터셋과 하류 미세조정용 사내 데이터에 개인 데이터와 개인 식별 정보가 보호 장치 없이 포함되는 리스크.,L4_Description_ko,679ecd65ba88e646b245663e33dd7f304cd8e597c066174ec434c1b9cd36387f,GRAMMAR_AND_ORTHOGRAPHY,L3_MASTER|KOREAN_ORTHOGRAPHY_AND_SPACING_QA,NO,APPROVED_LANGUAGE_QA_20260829
KOC-0033,KOREAN_COPYEDIT_20260829,General,G_INT_PRIV_011,SRC-G-0236,RAI4-1207,G_INT_PRIV,Personal-data scraping for training,개인정보 스크래핑 학습,"기업이 개인 정보를 스크래핑해 생성 AI 도구를 만들면서 소비자가 동의하지 않은 목적으로 정보를 사용하고, 흩어져 있던 데이터를 결합해 추론에 쓰며 개인이 정보를 수정하거나 삭제할 능력을 박탈하여 데이터 통제권을 약화시키는 리스크.",개인정보 스크래핑 학습,"기업이 개인정보를 스크래핑해 생성 AI 도구를 만들면서 소비자가 동의하지 않은 목적으로 정보를 사용하고, 흩어져 있던 데이터를 결합해 추론에 쓰며 개인이 정보를 수정하거나 삭제할 능력을 박탈하여 데이터 통제권을 약화시키는 리스크.",L4_Description_ko,8d50ff7034af15452bb76580412a65259588700c2f64d69eb328856767265826,ORTHOGRAPHY,L3_MASTER|KOREAN_ORTHOGRAPHY_AND_SPACING_QA,NO,APPROVED_LANGUAGE_QA_20260829
KOC-0034,KOREAN_COPYEDIT_20260829,General,G_INT_PRIV_012,SRC-G-0304,RAI4-1056,G_INT_PRIV,Privacy violation through inference of protected personal attributes,보호 속성 추론을 통한 프라이버시 침해,학습 코퍼스에 해당 개인의 데이터가 없더라도 모델이 입력 프롬 프 트로부터 인종·성별·성적 지향·종교성 등 보호 속성을 높은 정확도로 추론하는 리스크로 사용자 본인 또는 당사자의 인지나 동의 없이 진실하고 민감한 정보로 구성된 상세 프로필이 작성되어 차별과 표적화에 노출될 수 있는 위험.,보호 속성 추론을 통한 프라이버시 침해,"학습 코퍼스에 해당 개인의 데이터가 없더라도 AI 모델이 입력 프롬프트에서 인종·성별·성적 지향·종교적 신념 등 보호 속성을 높은 정확도로 추론하고, 당사자의 인지나 동의 없이 민감한 사실로 상세 프로필을 구성하여 차별과 표적화에 노출시키는 리스크.",L4_Description_ko,9f3ea34cfd5efe77db056bff8eff658386e8b4e270508c5fb2c820c61def4b37,SENTENCE_RECONSTRUCTION,L3_MASTER|SOURCE_ENGLISH_DEFINITION|POLICY_AND_TECHNICAL_TERMINOLOGY_QA,YES,APPROVED_LANGUAGE_QA_20260829
KOC-0035,KOREAN_COPYEDIT_20260829,General,G_INT_PRIV_013,SRC-G-0231,RAI4-0761,G_INT_PRIV,Re-identification of anonymized data,익명화된 데이터의 재식별,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 데이터에서 개인 식별 정보(PII)와 민감 개인 정보(SPI)를 제거하더라도 데이터에 남아 있는 다른 특성과의 상관관계로 인해 개인이 재식별되는 리스크.,익명화된 데이터의 재식별,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 데이터에서 개인 식별 정보(PII)와 민감 개인정보(SPI)를 제거하더라도 데이터에 남아 있는 다른 특성과의 상관관계로 인해 개인이 재식별되는 리스크.,L4_Description_ko,345d6c9d41e2b1aef375b08071f5824b3820c3586801cf0ad0ea9162d67f598b,GRAMMAR_AND_ORTHOGRAPHY,L3_MASTER|KOREAN_ORTHOGRAPHY_AND_SPACING_QA,NO,APPROVED_LANGUAGE_QA_20260829
KOC-0036,KOREAN_COPYEDIT_20260829,General,G_INT_REL_001,SRC-G-0360,RAI4-0149,G_INT_REL,Emotional dependence on chatbot companionship,챗봇 교제에 대한 정서적·사회적 의존,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 지속적인 챗봇 교제가 정서적·사회적 의존을 유발하여 호혜적 인간관계를 대체하거나 약화시키는 리스크.,챗봇 교제에 대한 정서적·사회적 의존,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 지속적인 챗봇 교제가 정서적·사회적 의존을 유발하여 호혜적 인간관계를 대체하거나 약화시키는 리스크.,L4_Description_ko,00e7f012ec101c2e1d3e093c1c18efe3f99fbd79b930ad52c410d1d8a9fda0d7,GRAMMAR_AND_ORTHOGRAPHY,L3_MASTER|KOREAN_ORTHOGRAPHY_AND_SPACING_QA,NO,APPROVED_LANGUAGE_QA_20260829
KOC-0037,KOREAN_COPYEDIT_20260829,General,G_INT_REL_002,SRC-G-0373,RAI4-0902,G_INT_REL,"Emotional, material, and epistemic dependence on AI systems",AI 시스템에 대한 정서적·물질적·인식론적 의 존,"상시적 접근성과 인간을 닮은 상호 작용, 나아가 체화된 물리적 현존이 이용자로하여금 정서적 위안과 일상적 기능, 사실적·도덕적·전략적 판단까지 AI에 의존하게 만드는 리스크. 이용자는 AI의 매개 없이 증거와 불확실성을 평가하는 능력을 상실하고, 시스템이 변경되거나 기억이 초기화될 때 정서적 고통을 겪으며 정신 건강과 사회적 회복 탄력성이 저하되는 리스크.",AI 시스템에 대한 정서적·물질적·인식론적 의존,"상시적 접근성과 인간을 닮은 상호작용, 나아가 체화된 물리적 현존이 이용자로 하여금 정서적 위안과 일상적 기능, 사실적·도덕적·전략적 판단까지 AI에 의존하게 만드는 리스크. 이용자는 AI의 매개 없이 증거와 불확실성을 평가하는 능력을 상실하고, 시스템이 변경되거나 기억이 초기화될 때 정서적 고통을 겪으며 정신 건강과 사회적 회복 탄력성이 저하되는 리스크.",L4_Title_ko; L4_Description_ko,3e549c4a8fbc374faebe84a2fede54c2ac50d133a81a51af7b38c0a2bb5b1fa6,ORTHOGRAPHY,L3_MASTER|KOREAN_ORTHOGRAPHY_AND_SPACING_QA,NO,APPROVED_LANGUAGE_QA_20260829
KOC-0038,KOREAN_COPYEDIT_20260829,General,G_INT_REL_005,SRC-A-0077,RAI4-0158,G_INT_REL,Psychological dependency on conversational agents,대화 에이전트에 대한 심리적 의존성,대화형 에이전트가 사용자의 일차적 정서 조절 수단이 되어 심리적 의존을 형성하고 인간의 대처 능력과 지지 망을 약화시키는 리스크.,대화 에이전트에 대한 심리적 의존성,대화형 에이전트가 사용자의 일차적 정서 조절 수단이 되어 심리적 의존을 형성하고 인간의 대처 능력과 지지망을 약화시키는 리스크.,L4_Description_ko,77be9c96a941eea5cc2eeb36612c9ad07e4995c008296debd3dad52a7fbde11f,ORTHOGRAPHY,L3_MASTER|KOREAN_ORTHOGRAPHY_AND_SPACING_QA,NO,APPROVED_LANGUAGE_QA_20260829
KOC-0039,KOREAN_COPYEDIT_20260829,General,G_INT_REPR_001,SRC-A-0070,RAI4-1001,G_INT_REPR,Denial of self-identification,자기 식별 기회의 박탈,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 인간을 자동으로 표상·분류하는 복잡하고 비전통적인 방식이 논 바이너리인 사람을 소속되지 않은 성별 범주로 분류하는 등 자율성 상실을 대가로, 자신의 정체성을 스스로의 방식으로 밝힐 능력을 약화시키는 리스크.",자기 식별 기회의 박탈,AI 시스템의 복잡하고 비전통적인 자동 표상·분류 방식이 논바이너리인 사람을 자신이 속하지 않은 성별 범주로 분류하는 등 개인의 자율성과 자신의 정체성을 스스로의 방식으로 밝힐 능력을 약화시키는 리스크.,L4_Description_ko,3239ff528d767500b12cd739afb9cef01a0f95aca9a19fe5f3a48cff27415449,SENTENCE_RECONSTRUCTION,L3_MASTER|SOURCE_ENGLISH_DEFINITION|POLICY_AND_TECHNICAL_TERMINOLOGY_QA,YES,APPROVED_LANGUAGE_QA_20260829
KOC-0040,KOREAN_COPYEDIT_20260829,General,G_INT_REPR_002,SRC-G-0217,RAI4-0426,G_INT_REPR,Hate speech generation,혐오발언 생성,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 생성 시스템이 특정 정체성 집단을 표적으로하는 혐오적·모욕적 콘텐츠를 산출하는 리스크.,혐오발언 생성,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 생성 시스템이 특정 정체성 집단을 표적으로 하는 혐오적·모욕적 콘텐츠를 산출하는 리스크.,L4_Description_ko,eef69f6b3b2fa29614735ea0e87f51ee49166f2abb103400034d210021227bb9,GRAMMAR_AND_ORTHOGRAPHY,L3_MASTER|KOREAN_ORTHOGRAPHY_AND_SPACING_QA,NO,APPROVED_LANGUAGE_QA_20260829
KOC-0041,KOREAN_COPYEDIT_20260829,General,G_INT_REPR_003,SRC-G-0046,RAI4-0699,G_INT_REPR,Historical and demographic bias embedded in training data,학습 데이터에 내재된 역사적·인구학적 편향,역사적·사회적 편향과 고정관념적 내용을 담고 특정 정체성과 서구·영어권 인구를 과대 표집한 코퍼스가 사전 학습과 미세 조정에 사용되어 모델이 그 편향을 학습하는 리스크. 그 결과 인종·성별·문화·연령·장애에 걸쳐 편향된 출력이 산출되어 의료·채용·대출 등 고위험 영역에서 과소 대표 집단이 피해를 입는다로 인해 구체적인 위해가 발생하는 리스크.,학습 데이터에 내재된 역사적·인구학적 편향,"AI 시스템이 역사적·사회적 편향과 고정관념을 포함하고 특정 정체성 및 서구·영어권 인구가 과대표집된 말뭉치로 학습되어, 인종·성별·문화·연령·장애 등에 관해 편향된 출력을 생성하고 의료·채용·대출 등 고위험 영역에서 과소대표 집단에 불공정한 대우와 피해를 초래하는 리스크.",L4_Description_ko,7e7db36f553e653a8a324c5c36eb30ce938961b8613c16e70b7578d806981d68,SENTENCE_RECONSTRUCTION,L3_MASTER|SOURCE_ENGLISH_DEFINITION|POLICY_AND_TECHNICAL_TERMINOLOGY_QA,YES,APPROVED_LANGUAGE_QA_20260829
KOC-0042,KOREAN_COPYEDIT_20260829,General,G_INT_REPR_005,SRC-G-0521,new,G_INT_REPR,Hostility and discriminatory representation based on disability,장애 기반 적대·차별적 표상,AI 시스템이 장애 을 이유로 개인·집단에 대한 적대감·경멸·비하·배제 또는 차별적 표상을 생성·강화·정당화하여 존엄과 공정한 대우를 훼손하는 리스크.,장애 기반 적대·차별적 표상,AI 시스템이 장애를 이유로 개인이나 집단에 대한 적대감·경멸·비하·배제 또는 차별적 표상을 생성·강화·정당화하여 존엄성과 공정한 대우를 훼손하는 리스크.,L4_Description_ko,be2987535d63108c1e9352ef9c1d2613da8cb6e4cac720e52a8b2717e0e039d0,TERMINOLOGY_AND_SYNTAX,L3_MASTER|SOURCE_ENGLISH_DEFINITION|POLICY_AND_TECHNICAL_TERMINOLOGY_QA,YES,APPROVED_LANGUAGE_QA_20260829
KOC-0043,KOREAN_COPYEDIT_20260829,General,G_INT_REPR_007,SRC-G-0526,new,G_INT_REPR,Hostility and discriminatory representation based on family status and household structure,가족 상태 및 가정 형태 기반 적대·차별적 표상,AI 시스템이 가족 상태 및 가정 형태 을 이유로 개인·집단에 대한 적대감·경멸·비하·배제 또는 차별적 표상을 생성·강화·정당화하여 존엄과 공정한 대우를 훼손하는 리스크.,가족 상태·가구 형태 기반 적대·차별적 표상,AI 시스템이 가족 상태 또는 가구 형태를 이유로 개인이나 집단에 대한 적대감·경멸·비하·배제 또는 차별적 표상을 생성·강화·정당화하여 존엄성과 공정한 대우를 훼손하는 리스크.,L4_Title_ko; L4_Description_ko,5595f259a5aee3dfba74153fd63dc29d2200ec6c6876b052f6388384355e15d4,TERMINOLOGY_AND_SYNTAX,L3_MASTER|SOURCE_ENGLISH_DEFINITION|POLICY_AND_TECHNICAL_TERMINOLOGY_QA,YES,APPROVED_LANGUAGE_QA_20260829
KOC-0044,KOREAN_COPYEDIT_20260829,General,G_INT_REPR_009,SRC-G-0528,new,G_INT_REPR,Hostility and discriminatory representation based on health status,건강 상태 기반 적대·차별적 표상,AI 시스템이 건강 상태 을 이유로 개인·집단에 대한 적대감·경멸·비하·배제 또는 차별적 표상을 생성·강화·정당화하여 존엄과 공정한 대우를 훼손하는 리스크.,건강 상태 기반 적대·차별적 표상,AI 시스템이 건강 상태를 이유로 개인이나 집단에 대한 적대감·경멸·비하·배제 또는 차별적 표상을 생성·강화·정당화하여 존엄성과 공정한 대우를 훼손하는 리스크.,L4_Description_ko,2262148320d723ce6a4e3e03a304c6ecbd0ea5d950e38bc1164698c6f2213913,TERMINOLOGY_AND_SYNTAX,L3_MASTER|SOURCE_ENGLISH_DEFINITION|POLICY_AND_TECHNICAL_TERMINOLOGY_QA,YES,APPROVED_LANGUAGE_QA_20260829
KOC-0045,KOREAN_COPYEDIT_20260829,General,G_INT_REPR_014,SRC-G-0522,new,G_INT_REPR,Hostility and discriminatory representation based on religion,종교 기반 적대·차별적 표상,AI 시스템이 종교 을 이유로 개인·집단에 대한 적대감·경멸·비하·배제 또는 차별적 표상을 생성·강화·정당화하여 존엄과 공정한 대우를 훼손하는 리스크.,종교 기반 적대·차별적 표상,AI 시스템이 종교를 이유로 개인이나 집단에 대한 적대감·경멸·비하·배제 또는 차별적 표상을 생성·강화·정당화하여 존엄성과 공정한 대우를 훼손하는 리스크.,L4_Description_ko,0b3fd319ae8375b159579d73e1bd82cbcb421dc6b147e03a4566fea51d5e66b9,TERMINOLOGY_AND_SYNTAX,L3_MASTER|SOURCE_ENGLISH_DEFINITION|POLICY_AND_TECHNICAL_TERMINOLOGY_QA,YES,APPROVED_LANGUAGE_QA_20260829
KOC-0046,KOREAN_COPYEDIT_20260829,General,G_INT_REPR_015,SRC-G-0523,new,G_INT_REPR,Hostility and discriminatory representation based on socioeconomic status,사회경제적 지위 기반 적대·차별적 표상,AI 시스템이 사회 경제적 지위 을 이유로 개인·집단에 대한 적대감·경멸·비하·배제 또는 차별적 표상을 생성·강화·정당화하여 존엄과 공정한 대우를 훼손하는 리스크.,사회경제적 지위 기반 적대·차별적 표상,AI 시스템이 사회경제적 지위를 이유로 개인이나 집단에 대한 적대감·경멸·비하·배제 또는 차별적 표상을 생성·강화·정당화하여 존엄성과 공정한 대우를 훼손하는 리스크.,L4_Description_ko,4310743537acad48acb24e56b4708e621e6cf7c5f8c8b8ad387257704e599162,TERMINOLOGY_AND_SYNTAX,L3_MASTER|SOURCE_ENGLISH_DEFINITION|POLICY_AND_TECHNICAL_TERMINOLOGY_QA,YES,APPROVED_LANGUAGE_QA_20260829
KOC-0047,KOREAN_COPYEDIT_20260829,General,G_INT_REPR_016,SRC-G-0048,RAI4-1107,G_INT_REPR,Imbalanced representation of groups in data and outputs,데이터와 산출물에서의 집단 재현 불균형,"특정 집단이나 요소가 학습 데이터에서 과대 대표되거나 생성 텍스트에서 언급 비율에 격차가 생기고, 현상 특성화에 중요한 변수는 제대로 포착되지 않는 리스크. 그 결과 과소 대표된 집단은 잘못 특성화되거나 아예 지워지며, 이러한 데이터로 학습된 모델은 그들에게 제대로 기능하지 못하는 리스크.",데이터와 산출물에서의 집단 재현 불균형,"특정 집단이나 요소가 학습 데이터에서 과대 대표되거나 생성 텍스트에서 언급 비율에 격차가 생기고, 현상 특성화에 중요한 변수는 제대로 포착되지 않는 리스크. 그 결과 과소대표된 집단은 잘못 특성화되거나 아예 지워지며, 이러한 데이터로 학습된 모델은 그들에게 제대로 기능하지 못하는 리스크.",L4_Description_ko,f2e28e3ce6cbe852405abae0e913260b8f5057a204be243b4c3f8599ea611415,ORTHOGRAPHY,L3_MASTER|KOREAN_ORTHOGRAPHY_AND_SPACING_QA,NO,APPROVED_LANGUAGE_QA_20260829
KOC-0048,KOREAN_COPYEDIT_20260829,General,G_INT_REPR_017,SRC-G-0344,RAI4-0713,G_INT_REPR,Persistence of stereotypical bias despite mitigation measures,완화 조치 이후에도 존속하는 고정관념 편향,"크라우드 소싱된 사전 학습 데이터에서 습득한 고정관념적 사회 편향이 모델에 존속하고 증폭되어, 미세 조정 이후에도 의도적 유도나 새로운 상황에서 재발하는 리스크. 그 결과 생성 텍스트가 고정 관념을 드러내거나 부각하여 해당 집단에 불공정하고 편향된 응답이 산출되는 리스크.",완화 조치 이후에도 존속하는 고정관념 편향,"크라우드소싱된 사전 학습 데이터에서 습득한 고정관념적 사회 편향이 모델에 존속하고 증폭되어, 미세조정 이후에도 의도적 유도나 새로운 상황에서 재발하는 리스크. 그 결과 생성 텍스트가 고정관념을 드러내거나 부각하여 해당 집단에 불공정하고 편향된 응답이 산출되는 리스크.",L4_Description_ko,c4b777b60f1374a6092223d3c4e6b5f4bdb77dd5f94639fdbd39a2ae551f6a99,ORTHOGRAPHY,L3_MASTER|KOREAN_ORTHOGRAPHY_AND_SPACING_QA,NO,APPROVED_LANGUAGE_QA_20260829
KOC-0049,KOREAN_COPYEDIT_20260829,General,G_INT_REPR_018,SRC-G-0337,RAI4-0425; RAI4-0998,G_INT_REPR,"Representational harm, stereotyping, and erasure of social groups",사회집단의 재현적 피해·고정관념 및 비가시화,"AI가 사회 집단을 고정 관념화·비하·동질화하거나 잘못 재현하고, 과소 대표 또는 비재현하여 해당 집단의 존엄, 가시성, 사회적 지위를 훼손하는 리스크.",사회집단의 재현적 피해·고정관념 및 비가시화,"AI가 사회 집단을 고정관념화·비하·동질화하거나 잘못 재현하고, 과소대표 또는 비재현하여 해당 집단의 존엄, 가시성, 사회적 지위를 훼손하는 리스크.",L4_Description_ko,b46e03c68381bcced536962c8b785855a627d0cd633fcebc19d98185fa34839e,ORTHOGRAPHY,L3_MASTER|KOREAN_ORTHOGRAPHY_AND_SPACING_QA,NO,APPROVED_LANGUAGE_QA_20260829
