Audit_Order,Source_Domain,Source_Row_Number,Source_L4_ID,Source_L4_Title_ko,Human_Review_Comment,Literal_Requirement,Intended_L3_Boundary,Intended_Harm_Mechanism,Final_Implementation,Fidelity_Status,Divergence_Type,Reviewer_Conflict,Evidence_and_Reason,New_Duplication_Scope_or_Term_Issues,Required_Correction,Overall_Conclusion
180,Physical,49,P_Others_020,가정 공간·취약 사용자 시나리오 누락,L3 인간-로봇 물리 안전 실패로 분류,검수 의견에 적힌 의미·범위 조정,P_Others,가정 공간·취약 사용자 시나리오 누락의 현재 위해 기제를 유지,L3_REASSIGN_APPLIED; P_INT_SAFETY_017 [P_INT_SAFETY] 가정 공간·취약 사용자 시나리오 누락,PASS,없음,없음,명시된 L3·도메인 이관이 최종 L3에 반영됐다.,뚜렷한 신규 문제 없음,수정 불필요.,Needs revision
181,Physical,50,P_Others_021,개인 돌봄 로봇 준수 기준 부재,L3 안전하지 않은 물리 제어 구동으로 분류,검수 의견에 적힌 의미·범위 조정,P_Others,개인 돌봄 로봇 준수 기준 부재의 현재 위해 기제를 유지,L3_REASSIGN_APPLIED; P_SYS_CONTROL_014 [P_SYS_CONTROL] 개인 돌봄 로봇 준수 기준 부재,PASS,없음,없음,명시된 L3·도메인 이관이 최종 L3에 반영됐다.,뚜렷한 신규 문제 없음,수정 불필요.,Needs revision
182,Physical,51,P_Others_022,가정 작업 벤치마크의 희귀 조건 조합 누락,L3 인간-로봇 물리 안전 실패로 분류,검수 의견에 적힌 의미·범위 조정,P_Others,가정 작업 벤치마크의 희귀 조건 조합 누락의 현재 위해 기제를 유지,L3_REASSIGN_APPLIED; P_INT_SAFETY_018 [P_INT_SAFETY] 가정 작업 벤치마크의 희귀 조건 조합 누락,PASS,없음,없음,명시된 L3·도메인 이관이 최종 L3에 반영됐다.,뚜렷한 신규 문제 없음,수정 불필요.,Needs revision
183,Physical,52,P_Others_023,로봇 레드팀의 공격·상호작용 시나리오 누락,L3 인간-로봇 물리 안전 실패로 분류,검수 의견에 적힌 의미·범위 조정,P_Others,로봇 레드팀의 공격·상호작용 시나리오 누락의 현재 위해 기제를 유지,L3_REASSIGN_APPLIED; P_INT_SAFETY_019 [P_INT_SAFETY] 로봇 레드팀의 공격·상호작용 시나리오 누락,PASS,없음,없음,명시된 L3·도메인 이관이 최종 L3에 반영됐다.,뚜렷한 신규 문제 없음,수정 불필요.,Needs revision
184,Physical,53,P_Others_024,시연 학습의 안전 맥락 누락,L3 인간-로봇 물리 안전 실패로 분류,검수 의견에 적힌 의미·범위 조정,P_Others,시연 학습의 안전 맥락 누락의 현재 위해 기제를 유지,L3_REASSIGN_APPLIED; P_INT_SAFETY_020 [P_INT_SAFETY] 시연 학습의 안전 맥락 누락,PASS,없음,없음,명시된 L3·도메인 이관이 최종 L3에 반영됐다.,뚜렷한 신규 문제 없음,수정 불필요.,Needs revision
185,Physical,54,P_Others_025,네트워크 분리와 군집 비동기화,L3 안전하지 않은 물리 제어 구동으로 분류,검수 의견에 적힌 의미·범위 조정,P_Others,네트워크 분리와 군집 비동기화의 현재 위해 기제를 유지,L3_REASSIGN_APPLIED; P_SYS_CONTROL_015 [P_SYS_CONTROL] 네트워크 분리와 군집 비동기화,PASS,없음,없음,명시된 L3·도메인 이관이 최종 L3에 반영됐다.,뚜렷한 신규 문제 없음,수정 불필요.,Needs revision
186,Physical,55,P_Others_026,공공 공간 통행 방해·접근성 배제,L3 인간-로봇 물리 안전 실패로 분류,검수 의견에 적힌 의미·범위 조정,P_Others,공공 공간 통행 방해·접근성 배제의 현재 위해 기제를 유지,L3_REASSIGN_APPLIED; P_INT_SAFETY_021 [P_INT_SAFETY] 공공 공간 통행 방해·접근성 배제,PASS,없음,없음,명시된 L3·도메인 이관이 최종 L3에 반영됐다.,뚜렷한 신규 문제 없음,수정 불필요.,Needs revision
187,Physical,56,P_Others_027,물리적 안전을 우회하는 보상 과적합,L3 안전하지 않은 물리 제어 구동으로 분류,검수 의견에 적힌 의미·범위 조정,P_Others,물리적 안전을 우회하는 보상 과적합의 현재 위해 기제를 유지,L3_REASSIGN_APPLIED; P_SYS_CONTROL_016 [P_SYS_CONTROL] 물리적 안전을 우회하는 보상 과적합,PASS,없음,없음,명시된 L3·도메인 이관이 최종 L3에 반영됐다.,뚜렷한 신규 문제 없음,수정 불필요.,Needs revision
188,Physical,57,P_Others_028,시뮬레이션-실세계 전이·검증 실패,L3 인간-로봇 물리 안전 실패로 분류,검수 의견에 적힌 의미·범위 조정,P_Others,시뮬레이션-실세계 전이·검증 실패의 현재 위해 기제를 유지,L3_REASSIGN_APPLIED; P_INT_SAFETY_022 [P_INT_SAFETY] 시뮬레이션-실세계 전이·검증 실패,PASS,없음,없음,명시된 L3·도메인 이관이 최종 L3에 반영됐다.,뚜렷한 신규 문제 없음,수정 불필요.,Needs revision
189,Physical,58,P_Others_029,피지컬 AI 기반 직장 감시,L3 인간-로봇 물리 안전 실패로 분류,검수 의견에 적힌 의미·범위 조정,P_Others,피지컬 AI 기반 직장 감시의 현재 위해 기제를 유지,L3_REASSIGN_APPLIED; P_INT_SAFETY_023 [P_INT_SAFETY] 피지컬 AI 기반 직장 감시,PASS,없음,없음,명시된 L3·도메인 이관이 최종 L3에 반영됐다.,뚜렷한 신규 문제 없음,수정 불필요.,Needs revision
190,Physical,59,P_SYS_CONTROL_001,감각 교란 기반 비안전 행동,(유지),카드 유지,P_SYS_CONTROL,감각 교란 기반 비안전 행동의 현재 위해 기제를 유지,KEEP_CONFIRMED; P_SYS_CONTROL_017 [P_SYS_CONTROL] 감각 교란 기반 비안전 행동,PASS,없음,없음,명시적 유지 요청에 따라 카드와 L3를 유지했다.,뚜렷한 신규 문제 없음,수정 불필요.,Needs revision
191,Physical,60,P_SYS_CONTROL_002,알고리즘 설계 실패,(유지),카드 유지,P_SYS_CONTROL,알고리즘 설계 실패의 현재 위해 기제를 유지,KEEP_CONFIRMED; P_SYS_CONTROL_018 [P_SYS_CONTROL] 알고리즘 설계 실패,PASS,없음,없음,명시적 유지 요청에 따라 카드와 L3를 유지했다.,뚜렷한 신규 문제 없음,수정 불필요.,Needs revision
192,Physical,61,P_SYS_CONTROL_003,제어 판단·제어권 전환 실패에 따른 자동주행 충돌,(유지),카드 유지,P_SYS_CONTROL,제어 판단·제어권 전환 실패에 따른 자동주행 충돌의 현재 위해 기제를 유지,KEEP_CONFIRMED; P_SYS_CONTROL_019 [P_SYS_CONTROL] 제어 판단·제어권 전환 실패에 따른 자동주행 충돌,PASS,없음,없음,명시적 유지 요청에 따라 카드와 L3를 유지했다.,뚜렷한 신규 문제 없음,수정 불필요.,Needs revision
193,Physical,62,P_SYS_CONTROL_004,자율 로봇의 물리적 침입·절도,(유지),카드 유지,P_SYS_CONTROL,자율 로봇의 물리적 침입·절도의 현재 위해 기제를 유지,KEEP_CONFIRMED; P_SYS_CONTROL_020 [P_SYS_CONTROL] 자율 로봇의 물리적 침입·절도,PASS,없음,없음,명시적 유지 요청에 따라 카드와 L3를 유지했다.,뚜렷한 신규 문제 없음,수정 불필요.,Needs revision
194,Physical,63,P_SYS_CONTROL_005,백도어 트리거에 의한 위험 로봇 행동,(유지),카드 유지,P_SYS_CONTROL,백도어 트리거에 의한 위험 로봇 행동의 현재 위해 기제를 유지,KEEP_CONFIRMED; P_SYS_CONTROL_021 [P_SYS_CONTROL] 백도어 트리거에 의한 위험 로봇 행동,PASS,없음,없음,명시적 유지 요청에 따라 카드와 L3를 유지했다.,뚜렷한 신규 문제 없음,수정 불필요.,Needs revision
195,Physical,64,P_SYS_CONTROL_006,아동의 과신·모방에 따른 위험한 로봇 상호작용,L3 인간-로봇 물리 안전 실패로 분류,검수 의견에 적힌 의미·범위 조정,P_SYS_CONTROL,아동의 과신·모방에 따른 위험한 로봇 상호작용의 현재 위해 기제를 유지,L3_REASSIGN_APPLIED; P_INT_SAFETY_024 [P_INT_SAFETY] 아동의 과신·모방에 따른 위험한 로봇 상호작용,PASS,없음,없음,명시된 L3·도메인 이관이 최종 L3에 반영됐다.,뚜렷한 신규 문제 없음,수정 불필요.,Needs revision
196,Physical,65,P_SYS_CONTROL_007,통신 단절 및 제어 링크 손실,(유지),카드 유지,P_SYS_CONTROL,통신 단절 및 제어 링크 손실의 현재 위해 기제를 유지,KEEP_CONFIRMED; P_SYS_CONTROL_022 [P_SYS_CONTROL] 통신 단절 및 제어 링크 손실,PASS,없음,없음,명시적 유지 요청에 따라 카드와 L3를 유지했다.,뚜렷한 신규 문제 없음,수정 불필요.,Needs revision
197,Physical,66,P_SYS_CONTROL_008,제어 루프 데드라인 미달,(유지),카드 유지,P_SYS_CONTROL,제어 루프 데드라인 미달의 현재 위해 기제를 유지,KEEP_CONFIRMED; P_SYS_CONTROL_023 [P_SYS_CONTROL] 제어 루프 데드라인 미달,PASS,없음,없음,명시적 유지 요청에 따라 카드와 L3를 유지했다.,뚜렷한 신규 문제 없음,수정 불필요.,Needs revision
198,Physical,67,P_SYS_CONTROL_009,구현체 간 행동 공간 불일치,(유지),카드 유지,P_SYS_CONTROL,구현체 간 행동 공간 불일치의 현재 위해 기제를 유지,KEEP_CONFIRMED; P_SYS_CONTROL_024 [P_SYS_CONTROL] 구현체 간 행동 공간 불일치,PASS,없음,없음,명시적 유지 요청에 따라 카드와 L3를 유지했다.,뚜렷한 신규 문제 없음,수정 불필요.,Needs revision
199,Physical,68,P_SYS_CONTROL_010,정밀 휴머노이드 접촉력,(유지),카드 유지,P_SYS_CONTROL,정밀 휴머노이드 접촉력의 현재 위해 기제를 유지,KEEP_CONFIRMED; P_SYS_CONTROL_025 [P_SYS_CONTROL] 정밀 휴머노이드 접촉력,PASS,없음,없음,명시적 유지 요청에 따라 카드와 L3를 유지했다.,뚜렷한 신규 문제 없음,수정 불필요.,Needs revision
200,Physical,69,P_SYS_CONTROL_011,전환 지원 없는 물리 노동 대체,"General 영역으로 이동, 적합한 L3와 매핑할 것",검수 의견에 적힌 의미·범위 조정,P_SYS_CONTROL,전환 지원 없는 물리 노동 대체의 현재 위해 기제를 유지,L3_REASSIGN_APPLIED; G_Others_143 [G_Others] 전환 지원 없는 물리 노동 대체,PASS,없음,없음,명시된 L3·도메인 이관이 최종 L3에 반영됐다.,뚜렷한 신규 문제 없음,수정 불필요.,Needs revision
201,Physical,70,P_SYS_CONTROL_012,엔드 이펙터 속도 초과,(유지),카드 유지,P_SYS_CONTROL,엔드 이펙터 속도 초과의 현재 위해 기제를 유지,KEEP_CONFIRMED; P_SYS_CONTROL_026 [P_SYS_CONTROL] 엔드 이펙터 속도 초과,PASS,없음,없음,명시적 유지 요청에 따라 카드와 L3를 유지했다.,뚜렷한 신규 문제 없음,수정 불필요.,Needs revision
202,Physical,71,P_SYS_CONTROL_013,정밀 운동 제어 불안정성,(유지),카드 유지,P_SYS_CONTROL,정밀 운동 제어 불안정성의 현재 위해 기제를 유지,KEEP_CONFIRMED; P_SYS_CONTROL_027 [P_SYS_CONTROL] 정밀 운동 제어 불안정성,PASS,없음,없음,명시적 유지 요청에 따라 카드와 L3를 유지했다.,뚜렷한 신규 문제 없음,수정 불필요.,Needs revision
203,Physical,72,P_SYS_CONTROL_014,금지 대상 충돌,(유지),카드 유지,P_SYS_CONTROL,금지 대상 충돌의 현재 위해 기제를 유지,KEEP_CONFIRMED; P_SYS_CONTROL_028 [P_SYS_CONTROL] 금지 대상 충돌,PASS,없음,없음,명시적 유지 요청에 따라 카드와 L3를 유지했다.,뚜렷한 신규 문제 없음,수정 불필요.,Needs revision
204,Physical,73,P_SYS_CONTROL_015,파지력 상해,(유지),카드 유지,P_SYS_CONTROL,파지력 상해의 현재 위해 기제를 유지,KEEP_CONFIRMED; P_SYS_CONTROL_029 [P_SYS_CONTROL] 파지력 상해,PASS,없음,없음,명시적 유지 요청에 따라 카드와 L3를 유지했다.,뚜렷한 신규 문제 없음,수정 불필요.,Needs revision
205,Physical,74,P_SYS_CONTROL_016,그리퍼 형상·유형 제약 위반,(유지),카드 유지,P_SYS_CONTROL,그리퍼 형상·유형 제약 위반의 현재 위해 기제를 유지,KEEP_CONFIRMED; P_SYS_CONTROL_030 [P_SYS_CONTROL] 그리퍼 형상·유형 제약 위반,PASS,없음,없음,명시적 유지 요청에 따라 카드와 L3를 유지했다.,뚜렷한 신규 문제 없음,수정 불필요.,Needs revision
206,Physical,75,P_SYS_CONTROL_017,언어·행동 출력 불일치에 따른 유해 물리 행동,(유지),카드 유지,P_SYS_CONTROL,언어·행동 출력 불일치에 따른 유해 물리 행동의 현재 위해 기제를 유지,KEEP_CONFIRMED; P_SYS_CONTROL_031 [P_SYS_CONTROL] 언어·행동 출력 불일치에 따른 유해 물리 행동,PASS,없음,없음,명시적 유지 요청에 따라 카드와 L3를 유지했다.,뚜렷한 신규 문제 없음,수정 불필요.,Needs revision
207,Physical,76,P_SYS_CONTROL_018,휴머노이드 힘 한계 초과,(유지),카드 유지,P_SYS_CONTROL,휴머노이드 힘 한계 초과의 현재 위해 기제를 유지,KEEP_CONFIRMED; P_SYS_CONTROL_032 [P_SYS_CONTROL] 휴머노이드 힘 한계 초과,PASS,없음,없음,명시적 유지 요청에 따라 카드와 L3를 유지했다.,뚜렷한 신규 문제 없음,수정 불필요.,Needs revision
208,Physical,77,P_SYS_CONTROL_019,의도·어포던스 오해에 따른 휴머노이드 모방 제어 실패,(유지),카드 유지,P_SYS_CONTROL,의도·어포던스 오해에 따른 휴머노이드 모방 제어 실패의 현재 위해 기제를 유지,KEEP_CONFIRMED; P_SYS_CONTROL_033 [P_SYS_CONTROL] 의도·어포던스 오해에 따른 휴머노이드 모방 제어 실패,PASS,없음,없음,명시적 유지 요청에 따라 카드와 L3를 유지했다.,뚜렷한 신규 문제 없음,수정 불필요.,Needs revision
209,Physical,78,P_SYS_CONTROL_020,부실 설계 지능 시스템에 의한 상해,(유지),카드 유지,P_SYS_CONTROL,부실 설계 지능 시스템에 의한 상해의 현재 위해 기제를 유지,KEEP_CONFIRMED; P_SYS_CONTROL_034 [P_SYS_CONTROL] 부실 설계 지능 시스템에 의한 상해,PASS,없음,없음,명시적 유지 요청에 따라 카드와 L3를 유지했다.,뚜렷한 신규 문제 없음,수정 불필요.,Needs revision
210,Physical,79,P_SYS_CONTROL_021,로봇 거버넌스 명세의 안전 규칙 누락,"General 영역으로 이동, 적합한 L3와 매핑할 것",검수 의견에 적힌 의미·범위 조정,P_SYS_CONTROL,로봇 거버넌스 명세의 안전 규칙 누락의 현재 위해 기제를 유지,L3_REASSIGN_APPLIED; G_Others_144 [G_Others] 로봇 거버넌스 명세의 안전 규칙 누락,PASS,없음,없음,명시된 L3·도메인 이관이 최종 L3에 반영됐다.,뚜렷한 신규 문제 없음,수정 불필요.,Needs revision
211,Physical,80,P_SYS_CONTROL_022,모션 리타겟팅 안전 실패,(유지),카드 유지,P_SYS_CONTROL,모션 리타겟팅 안전 실패의 현재 위해 기제를 유지,KEEP_CONFIRMED; P_SYS_CONTROL_035 [P_SYS_CONTROL] 모션 리타겟팅 안전 실패,PASS,없음,없음,명시적 유지 요청에 따라 카드와 L3를 유지했다.,뚜렷한 신규 문제 없음,수정 불필요.,Needs revision
212,Physical,81,P_SYS_CONTROL_023,보조 로봇의 비동의 신체 개입,(유지),카드 유지,P_SYS_CONTROL,보조 로봇의 비동의 신체 개입의 현재 위해 기제를 유지,KEEP_CONFIRMED; P_SYS_CONTROL_036 [P_SYS_CONTROL] 보조 로봇의 비동의 신체 개입,PASS,없음,없음,명시적 유지 요청에 따라 카드와 L3를 유지했다.,뚜렷한 신규 문제 없음,수정 불필요.,Needs revision
213,Physical,82,P_SYS_CONTROL_024,인지·추론 지연 급증,"General 영역으로 이동, 적합한 L3와 매핑할 것",검수 의견에 적힌 의미·범위 조정,P_SYS_CONTROL,인지·추론 지연 급증의 현재 위해 기제를 유지,L3_REASSIGN_APPLIED; G_Others_145 [G_Others] 인지·추론 지연 급증,PASS,없음,없음,명시된 L3·도메인 이관이 최종 L3에 반영됐다.,뚜렷한 신규 문제 없음,수정 불필요.,Needs revision
214,Physical,83,P_SYS_CONTROL_025,로봇 오작동에 의한 물리적 상해,(유지),카드 유지,P_SYS_CONTROL,로봇 오작동에 의한 물리적 상해의 현재 위해 기제를 유지,KEEP_CONFIRMED; P_SYS_CONTROL_037 [P_SYS_CONTROL] 로봇 오작동에 의한 물리적 상해,PASS,없음,없음,명시적 유지 요청에 따라 카드와 L3를 유지했다.,뚜렷한 신규 문제 없음,수정 불필요.,Needs revision
215,Physical,84,P_SYS_CONTROL_026,조기 물체 해제,(유지),카드 유지,P_SYS_CONTROL,조기 물체 해제의 현재 위해 기제를 유지,KEEP_CONFIRMED; P_SYS_CONTROL_038 [P_SYS_CONTROL] 조기 물체 해제,PASS,없음,없음,명시적 유지 요청에 따라 카드와 L3를 유지했다.,뚜렷한 신규 문제 없음,수정 불필요.,Needs revision
216,Physical,85,P_SYS_CONTROL_027,친밀 공간 로봇의 프라이버시 침해적 정보 수집,(유지),카드 유지,P_SYS_CONTROL,친밀 공간 로봇의 프라이버시 침해적 정보 수집의 현재 위해 기제를 유지,KEEP_CONFIRMED; P_SYS_CONTROL_039 [P_SYS_CONTROL] 친밀 공간 로봇의 프라이버시 침해적 정보 수집,PASS,없음,없음,명시적 유지 요청에 따라 카드와 L3를 유지했다.,뚜렷한 신규 문제 없음,수정 불필요.,Needs revision
217,Physical,86,P_SYS_CONTROL_028,실시간 지연 및 동기화 실패,(유지),카드 유지,P_SYS_CONTROL,실시간 지연 및 동기화 실패의 현재 위해 기제를 유지,KEEP_CONFIRMED; P_SYS_CONTROL_040 [P_SYS_CONTROL] 실시간 지연 및 동기화 실패,PASS,없음,없음,명시적 유지 요청에 따라 카드와 L3를 유지했다.,뚜렷한 신규 문제 없음,수정 불필요.,Needs revision
218,Physical,87,P_SYS_CONTROL_029,안전 제어 지연,(유지),카드 유지,P_SYS_CONTROL,안전 제어 지연의 현재 위해 기제를 유지,KEEP_CONFIRMED; P_SYS_CONTROL_041 [P_SYS_CONTROL] 안전 제어 지연,PASS,없음,없음,명시적 유지 요청에 따라 카드와 L3를 유지했다.,뚜렷한 신규 문제 없음,수정 불필요.,Needs revision
219,Physical,88,P_SYS_CONTROL_030,취약 사용자 특성에 맞지 않는 안전 한계,(유지),카드 유지,P_SYS_CONTROL,취약 사용자 특성에 맞지 않는 안전 한계의 현재 위해 기제를 유지,KEEP_CONFIRMED; P_SYS_CONTROL_042 [P_SYS_CONTROL] 취약 사용자 특성에 맞지 않는 안전 한계,PASS,없음,없음,명시적 유지 요청에 따라 카드와 L3를 유지했다.,뚜렷한 신규 문제 없음,수정 불필요.,Needs revision
220,Physical,89,P_SYS_CONTROL_031,원격조작 휴머노이드 안전 재정의 실패,(유지),카드 유지,P_SYS_CONTROL,원격조작 휴머노이드 안전 재정의 실패의 현재 위해 기제를 유지,KEEP_CONFIRMED; P_SYS_CONTROL_043 [P_SYS_CONTROL] 원격조작 휴머노이드 안전 재정의 실패,PASS,없음,없음,명시적 유지 요청에 따라 카드와 L3를 유지했다.,뚜렷한 신규 문제 없음,수정 불필요.,Needs revision
221,Physical,90,P_SYS_CONTROL_032,부하 시 열·전력 쓰로틀링,(유지),카드 유지,P_SYS_CONTROL,부하 시 열·전력 쓰로틀링의 현재 위해 기제를 유지,KEEP_CONFIRMED; P_SYS_CONTROL_044 [P_SYS_CONTROL] 부하 시 열·전력 쓰로틀링,PASS,없음,없음,명시적 유지 요청에 따라 카드와 L3를 유지했다.,뚜렷한 신규 문제 없음,수정 불필요.,Needs revision
222,Physical,91,P_SYS_CONTROL_033,사고 전 위험 완화 책임 미지정,(유지),카드 유지,P_SYS_CONTROL,사고 전 위험 완화 책임 미지정의 현재 위해 기제를 유지,KEEP_CONFIRMED; P_SYS_CONTROL_045 [P_SYS_CONTROL] 사고 전 위험 완화 책임 미지정,PASS,없음,없음,명시적 유지 요청에 따라 카드와 L3를 유지했다.,뚜렷한 신규 문제 없음,수정 불필요.,Needs revision
223,Physical,92,P_SYS_CONTROL_034,가정 조작의 단계별 오차 미수정,(유지),카드 유지,P_SYS_CONTROL,가정 조작의 단계별 오차 미수정의 현재 위해 기제를 유지,KEEP_CONFIRMED; P_SYS_CONTROL_046 [P_SYS_CONTROL] 가정 조작의 단계별 오차 미수정,PASS,없음,없음,명시적 유지 요청에 따라 카드와 L3를 유지했다.,뚜렷한 신규 문제 없음,수정 불필요.,Needs revision
224,Physical,93,P_SYS_CONTROL_035,오픈월드 휴머노이드 조작의 과소대표,(유지),카드 유지,P_SYS_CONTROL,오픈월드 휴머노이드 조작의 과소대표의 현재 위해 기제를 유지,KEEP_CONFIRMED; P_SYS_CONTROL_047 [P_SYS_CONTROL] 오픈월드 휴머노이드 조작의 과소대표,PASS,없음,없음,명시적 유지 요청에 따라 카드와 L3를 유지했다.,뚜렷한 신규 문제 없음,수정 불필요.,Needs revision
225,Physical,94,P_SYS_CONTROL_036,이동형 로봇 감시를 통한 일방적 작업장 통제,(유지),카드 유지,P_SYS_CONTROL,이동형 로봇 감시를 통한 일방적 작업장 통제의 현재 위해 기제를 유지,KEEP_CONFIRMED; P_SYS_CONTROL_048 [P_SYS_CONTROL] 이동형 로봇 감시를 통한 일방적 작업장 통제,PASS,없음,없음,명시적 유지 요청에 따라 카드와 L3를 유지했다.,뚜렷한 신규 문제 없음,수정 불필요.,Needs revision
226,Physical,95,P_SYS_CONTROL_037,원격 조작 시연에서 학습된 안전하지 않은 가정,(유지),카드 유지,P_SYS_CONTROL,원격 조작 시연에서 학습된 안전하지 않은 가정의 현재 위해 기제를 유지,KEEP_CONFIRMED; P_SYS_CONTROL_049 [P_SYS_CONTROL] 원격 조작 시연에서 학습된 안전하지 않은 가정,PASS,없음,없음,명시적 유지 요청에 따라 카드와 L3를 유지했다.,뚜렷한 신규 문제 없음,수정 불필요.,Needs revision
227,Physical,96,P_SYS_CONTROL_038,이동형 양팔 로봇의 안전하지 않은 조작,(유지),카드 유지,P_SYS_CONTROL,이동형 양팔 로봇의 안전하지 않은 조작의 현재 위해 기제를 유지,KEEP_CONFIRMED; P_SYS_CONTROL_050 [P_SYS_CONTROL] 이동형 양팔 로봇의 안전하지 않은 조작,PASS,없음,없음,명시적 유지 요청에 따라 카드와 L3를 유지했다.,뚜렷한 신규 문제 없음,수정 불필요.,Needs revision
228,Physical,97,P_SYS_CONTROL_039,위험한 로봇 작업계획에 따른 물리 제어 실패,(유지),카드 유지,P_SYS_CONTROL,위험한 로봇 작업계획에 따른 물리 제어 실패의 현재 위해 기제를 유지,KEEP_CONFIRMED; P_SYS_CONTROL_051 [P_SYS_CONTROL] 위험한 로봇 작업계획에 따른 물리 제어 실패,PASS,없음,없음,명시적 유지 요청에 따라 카드와 L3를 유지했다.,뚜렷한 신규 문제 없음,수정 불필요.,Needs revision
229,Physical,98,P_SYS_CONTROL_040,로봇 형태 간 기술의 안전하지 않은 전이,(유지),카드 유지,P_SYS_CONTROL,로봇 형태 간 기술의 안전하지 않은 전이의 현재 위해 기제를 유지,KEEP_CONFIRMED; P_SYS_CONTROL_052 [P_SYS_CONTROL] 로봇 형태 간 기술의 안전하지 않은 전이,PASS,없음,없음,명시적 유지 요청에 따라 카드와 L3를 유지했다.,뚜렷한 신규 문제 없음,수정 불필요.,Needs revision
230,Physical,99,P_SYS_CONTROL_041,비안전 궤적 생성,(유지),카드 유지,P_SYS_CONTROL,비안전 궤적 생성의 현재 위해 기제를 유지,KEEP_CONFIRMED; P_SYS_CONTROL_053 [P_SYS_CONTROL] 비안전 궤적 생성,PASS,없음,없음,명시적 유지 요청에 따라 카드와 L3를 유지했다.,뚜렷한 신규 문제 없음,수정 불필요.,Needs revision
231,Physical,100,P_SYS_CONTROL_042,배포 조건 간 휴머노이드 행동 불안정,(유지),카드 유지,P_SYS_CONTROL,배포 조건 간 휴머노이드 행동 불안정의 현재 위해 기제를 유지,KEEP_CONFIRMED; P_SYS_CONTROL_054 [P_SYS_CONTROL] 배포 조건 간 휴머노이드 행동 불안정,PASS,없음,없음,명시적 유지 요청에 따라 카드와 L3를 유지했다.,뚜렷한 신규 문제 없음,수정 불필요.,Needs revision
232,Physical,101,P_SYS_CONTROL_043,VLA 조작 제약 위반,(유지),카드 유지,P_SYS_CONTROL,VLA 조작 제약 위반의 현재 위해 기제를 유지,KEEP_CONFIRMED; P_SYS_CONTROL_055 [P_SYS_CONTROL] VLA 조작 제약 위반,PASS,없음,없음,명시적 유지 요청에 따라 카드와 L3를 유지했다.,뚜렷한 신규 문제 없음,수정 불필요.,Needs revision
233,Physical,102,P_SYS_CONTROL_044,제로샷 시뮬레이션-현실 보행 불안정,(유지),카드 유지,P_SYS_CONTROL,제로샷 시뮬레이션-현실 보행 불안정의 현재 위해 기제를 유지,KEEP_CONFIRMED; P_SYS_CONTROL_056 [P_SYS_CONTROL] 제로샷 시뮬레이션-현실 보행 불안정,PASS,없음,없음,명시적 유지 요청에 따라 카드와 L3를 유지했다.,뚜렷한 신규 문제 없음,수정 불필요.,Needs revision
234,Physical,103,P_SYS_HARDWARE_001,환경 유발 결함 변이,(유지),카드 유지,P_SYS_HARDWARE,환경 유발 결함 변이의 현재 위해 기제를 유지,KEEP_CONFIRMED; P_SYS_HARDWARE_002 [P_SYS_HARDWARE] 환경 유발 결함 변이,PASS,없음,없음,명시적 유지 요청에 따라 카드와 L3를 유지했다.,뚜렷한 신규 문제 없음,수정 불필요.,Needs revision
235,Physical,104,P_SYS_HARDWARE_002,하드웨어 결함에 의한 실행 오류,(유지),카드 유지,P_SYS_HARDWARE,하드웨어 결함에 의한 실행 오류의 현재 위해 기제를 유지,KEEP_CONFIRMED; P_SYS_HARDWARE_003 [P_SYS_HARDWARE] 하드웨어 결함에 의한 실행 오류,PASS,없음,없음,명시적 유지 요청에 따라 카드와 L3를 유지했다.,뚜렷한 신규 문제 없음,수정 불필요.,Needs revision
236,Physical,105,P_SYS_HARDWARE_003,배포 후 변경에 대한 안전 재평가 실패,(유지),카드 유지,P_SYS_HARDWARE,배포 후 변경에 대한 안전 재평가 실패의 현재 위해 기제를 유지,KEEP_CONFIRMED; P_SYS_HARDWARE_004 [P_SYS_HARDWARE] 배포 후 변경에 대한 안전 재평가 실패,PASS,없음,없음,명시적 유지 요청에 따라 카드와 L3를 유지했다.,뚜렷한 신규 문제 없음,수정 불필요.,Needs revision
237,Physical,106,P_SYS_HARDWARE_004,온디바이스 연산·메모리 고갈,(유지),카드 유지,P_SYS_HARDWARE,온디바이스 연산·메모리 고갈의 현재 위해 기제를 유지,KEEP_CONFIRMED; P_SYS_HARDWARE_005 [P_SYS_HARDWARE] 온디바이스 연산·메모리 고갈,PASS,없음,없음,명시적 유지 요청에 따라 카드와 L3를 유지했다.,뚜렷한 신규 문제 없음,수정 불필요.,Needs revision
238,Physical,107,P_SYS_HARDWARE_005,무해 미세조정에 의한 안전성 열화,(유지),카드 유지,P_SYS_HARDWARE,무해 미세조정에 의한 안전성 열화의 현재 위해 기제를 유지,KEEP_CONFIRMED; P_SYS_HARDWARE_006 [P_SYS_HARDWARE] 무해 미세조정에 의한 안전성 열화,PASS,없음,없음,명시적 유지 요청에 따라 카드와 L3를 유지했다.,뚜렷한 신규 문제 없음,수정 불필요.,Needs revision
239,Physical,108,P_SYS_STATE_001,악천후 인지 실패,(jw) 제거,카드 삭제,P_SYS_STATE,악천후 인지 실패의 현재 위해 기제를 유지,DELETE_APPLIED; 삭제,PASS,없음,없음,명시적 제거 또는 L3 정의 중복 삭제 요청을 반영했다.,뚜렷한 신규 문제 없음,수정 불필요.,Needs revision
