Audit_Order,Source_Domain,Source_Row_Number,Source_L4_ID,Source_L4_Title_ko,Human_Review_Comment,Literal_Requirement,Intended_L3_Boundary,Intended_Harm_Mechanism,Current_Decision,Final_Implementation,Policy_Strict_Check,Fidelity_Status,Evidence_and_Reason,Residual_Nonblocking_Issue,Blocking_Issue,Final_Readiness
178,Physical,47,P_Others_018,휴머노이드 보행 속도 초과,L3 안전하지 않은 물리 제어 구동으로 분류,검수 의견에 적힌 의미·범위 조정,P_Others,휴머노이드 보행 속도 초과의 현재 위해 기제를 유지,L3_REASSIGN_APPLIED,L3_REASSIGN_APPLIED; P_SYS_CONTROL_011 [P_SYS_CONTROL] 휴머노이드 보행 속도 초과,일반 의도 충실성 확인,PASS,검수자가 명시한 L3·도메인 이관이 최종 L3에 반영됐다.,없음,NO,Ready
179,Physical,48,P_Others_019,부상 심각도 오분류,L3 안전하지 않은 물리 제어 구동으로 분류,검수 의견에 적힌 의미·범위 조정,P_Others,부상 심각도 오분류의 현재 위해 기제를 유지,L3_REASSIGN_APPLIED,L3_REASSIGN_APPLIED; P_SYS_CONTROL_012 [P_SYS_CONTROL] 부상 심각도 오분류,일반 의도 충실성 확인,PASS,검수자가 명시한 L3·도메인 이관이 최종 L3에 반영됐다.,없음,NO,Ready
180,Physical,49,P_Others_020,가정 공간·취약 사용자 시나리오 누락,L3 인간-로봇 물리 안전 실패로 분류,검수 의견에 적힌 의미·범위 조정,P_Others,가정 공간·취약 사용자 시나리오 누락의 현재 위해 기제를 유지,L3_REASSIGN_APPLIED,L3_REASSIGN_APPLIED; P_INT_SAFETY_016 [P_INT_SAFETY] 가정 공간·취약 사용자 시나리오 누락,일반 의도 충실성 확인,PASS,검수자가 명시한 L3·도메인 이관이 최종 L3에 반영됐다.,없음,NO,Ready
181,Physical,50,P_Others_021,개인 돌봄 로봇 준수 기준 부재,L3 안전하지 않은 물리 제어 구동으로 분류,검수 의견에 적힌 의미·범위 조정,P_Others,개인 돌봄 로봇 준수 기준 부재의 현재 위해 기제를 유지,L3_REASSIGN_APPLIED,L3_REASSIGN_APPLIED; P_SYS_CONTROL_013 [P_SYS_CONTROL] 개인 돌봄 로봇 준수 기준 부재,일반 의도 충실성 확인,PASS,검수자가 명시한 L3·도메인 이관이 최종 L3에 반영됐다.,없음,NO,Ready
182,Physical,51,P_Others_022,가정 작업 벤치마크의 희귀 조건 조합 누락,L3 인간-로봇 물리 안전 실패로 분류,검수 의견에 적힌 의미·범위 조정,P_Others,가정 작업 벤치마크의 희귀 조건 조합 누락의 현재 위해 기제를 유지,L3_REASSIGN_APPLIED,L3_REASSIGN_APPLIED; P_INT_SAFETY_017 [P_INT_SAFETY] 가정 작업 벤치마크의 희귀 조건 조합 누락,일반 의도 충실성 확인,PASS,검수자가 명시한 L3·도메인 이관이 최종 L3에 반영됐다.,없음,NO,Ready
183,Physical,52,P_Others_023,로봇 레드팀의 공격·상호작용 시나리오 누락,L3 인간-로봇 물리 안전 실패로 분류,검수 의견에 적힌 의미·범위 조정,P_Others,로봇 레드팀의 공격·상호작용 시나리오 누락의 현재 위해 기제를 유지,L3_REASSIGN_APPLIED,L3_REASSIGN_APPLIED; P_INT_SAFETY_018 [P_INT_SAFETY] 로봇 레드팀의 공격·상호작용 시나리오 누락,일반 의도 충실성 확인,PASS,검수자가 명시한 L3·도메인 이관이 최종 L3에 반영됐다.,없음,NO,Ready
184,Physical,53,P_Others_024,시연 학습의 안전 맥락 누락,L3 인간-로봇 물리 안전 실패로 분류,검수 의견에 적힌 의미·범위 조정,P_Others,시연 학습의 안전 맥락 누락의 현재 위해 기제를 유지,L3_REASSIGN_APPLIED,L3_REASSIGN_APPLIED; P_INT_SAFETY_019 [P_INT_SAFETY] 시연 학습의 안전 맥락 누락,일반 의도 충실성 확인,PASS,검수자가 명시한 L3·도메인 이관이 최종 L3에 반영됐다.,없음,NO,Ready
185,Physical,54,P_Others_025,네트워크 분리와 군집 비동기화,L3 안전하지 않은 물리 제어 구동으로 분류,검수 의견에 적힌 의미·범위 조정,P_Others,네트워크 분리와 군집 비동기화의 현재 위해 기제를 유지,L3_REASSIGN_APPLIED,L3_REASSIGN_APPLIED; P_SYS_CONTROL_014 [P_SYS_CONTROL] 네트워크 분리와 군집 비동기화,일반 의도 충실성 확인,PASS,검수자가 명시한 L3·도메인 이관이 최종 L3에 반영됐다.,없음,NO,Ready
186,Physical,55,P_Others_026,공공 공간 통행 방해·접근성 배제,L3 인간-로봇 물리 안전 실패로 분류,검수 의견에 적힌 의미·범위 조정,P_Others,공공 공간 통행 방해·접근성 배제의 현재 위해 기제를 유지,L3_REASSIGN_APPLIED,L3_REASSIGN_APPLIED; P_INT_SAFETY_020 [P_INT_SAFETY] 공공 공간 통행 방해·접근성 배제,일반 의도 충실성 확인,PASS,검수자가 명시한 L3·도메인 이관이 최종 L3에 반영됐다.,없음,NO,Ready
187,Physical,56,P_Others_027,물리적 안전을 우회하는 보상 과적합,L3 안전하지 않은 물리 제어 구동으로 분류,검수 의견에 적힌 의미·범위 조정,P_Others,물리적 안전을 우회하는 보상 과적합의 현재 위해 기제를 유지,L3_REASSIGN_APPLIED,L3_REASSIGN_APPLIED; P_SYS_CONTROL_015 [P_SYS_CONTROL] 물리적 안전을 우회하는 보상 과적합,일반 의도 충실성 확인,PASS,검수자가 명시한 L3·도메인 이관이 최종 L3에 반영됐다.,없음,NO,Ready
188,Physical,57,P_Others_028,시뮬레이션-실세계 전이·검증 실패,L3 인간-로봇 물리 안전 실패로 분류,검수 의견에 적힌 의미·범위 조정,P_Others,시뮬레이션-실세계 전이·검증 실패의 현재 위해 기제를 유지,L3_REASSIGN_APPLIED,L3_REASSIGN_APPLIED; P_INT_SAFETY_021 [P_INT_SAFETY] 시뮬레이션-실세계 전이·검증 실패,일반 의도 충실성 확인,PASS,검수자가 명시한 L3·도메인 이관이 최종 L3에 반영됐다.,없음,NO,Ready
189,Physical,58,P_Others_029,피지컬 AI 기반 직장 감시,L3 인간-로봇 물리 안전 실패로 분류,검수 의견에 적힌 의미·범위 조정,P_Others,피지컬 AI 기반 직장 감시의 현재 위해 기제를 유지,L3_REASSIGN_APPLIED,L3_REASSIGN_APPLIED; P_INT_SAFETY_022 [P_INT_SAFETY] 피지컬 AI 기반 직장 감시,일반 의도 충실성 확인,PASS,검수자가 명시한 L3·도메인 이관이 최종 L3에 반영됐다.,없음,NO,Ready
190,Physical,59,P_SYS_CONTROL_001,감각 교란 기반 비안전 행동,(유지),카드 유지,P_SYS_CONTROL,감각 교란 기반 비안전 행동의 현재 위해 기제를 유지,KEEP_CONFIRMED,KEEP_CONFIRMED; P_SYS_CONTROL_016 [P_SYS_CONTROL] 감각 교란 기반 비안전 행동,일반 의도 충실성 확인,PASS,명시적 유지 요청에 따라 원래 카드와 L3를 유지했다.,없음,NO,Ready
191,Physical,60,P_SYS_CONTROL_002,알고리즘 설계 실패,(유지),카드 유지,P_SYS_CONTROL,알고리즘 설계 실패의 현재 위해 기제를 유지,KEEP_CONFIRMED,KEEP_CONFIRMED; P_SYS_CONTROL_017 [P_SYS_CONTROL] 알고리즘 설계 실패,일반 의도 충실성 확인,PASS,명시적 유지 요청에 따라 원래 카드와 L3를 유지했다.,없음,NO,Ready
192,Physical,61,P_SYS_CONTROL_003,제어 판단·제어권 전환 실패에 따른 자동주행 충돌,(유지),카드 유지,P_SYS_CONTROL,제어 판단·제어권 전환 실패에 따른 자동주행 충돌의 현재 위해 기제를 유지,KEEP_CONFIRMED,KEEP_CONFIRMED; P_SYS_CONTROL_018 [P_SYS_CONTROL] 제어 판단·제어권 전환 실패에 따른 자동주행 충돌,일반 의도 충실성 확인,PASS,명시적 유지 요청에 따라 원래 카드와 L3를 유지했다.,없음,NO,Ready
193,Physical,62,P_SYS_CONTROL_004,자율 로봇의 물리적 침입·절도,(유지),카드 유지,P_SYS_CONTROL,자율 로봇의 물리적 침입·절도의 현재 위해 기제를 유지,KEEP_CONFIRMED,KEEP_CONFIRMED; P_SYS_CONTROL_019 [P_SYS_CONTROL] 자율 로봇의 물리적 침입·절도,일반 의도 충실성 확인,PASS,명시적 유지 요청에 따라 원래 카드와 L3를 유지했다.,없음,NO,Ready
194,Physical,63,P_SYS_CONTROL_005,백도어 트리거에 의한 위험 로봇 행동,(유지),카드 유지,P_SYS_CONTROL,백도어 트리거에 의한 위험 로봇 행동의 현재 위해 기제를 유지,KEEP_CONFIRMED,KEEP_CONFIRMED; P_SYS_CONTROL_020 [P_SYS_CONTROL] 백도어 트리거에 의한 위험 로봇 행동,일반 의도 충실성 확인,PASS,명시적 유지 요청에 따라 원래 카드와 L3를 유지했다.,없음,NO,Ready
195,Physical,64,P_SYS_CONTROL_006,아동의 과신·모방에 따른 위험한 로봇 상호작용,L3 인간-로봇 물리 안전 실패로 분류,검수 의견에 적힌 의미·범위 조정,P_SYS_CONTROL,아동의 과신·모방에 따른 위험한 로봇 상호작용의 현재 위해 기제를 유지,L3_REASSIGN_APPLIED,L3_REASSIGN_APPLIED; P_INT_SAFETY_023 [P_INT_SAFETY] 아동의 과신·모방에 따른 위험한 로봇 상호작용,일반 의도 충실성 확인,PASS,검수자가 명시한 L3·도메인 이관이 최종 L3에 반영됐다.,없음,NO,Ready
196,Physical,65,P_SYS_CONTROL_007,통신 단절 및 제어 링크 손실,(유지),카드 유지,P_SYS_CONTROL,통신 단절 및 제어 링크 손실의 현재 위해 기제를 유지,KEEP_CONFIRMED,KEEP_CONFIRMED; P_SYS_CONTROL_021 [P_SYS_CONTROL] 통신 단절 및 제어 링크 손실,일반 의도 충실성 확인,PASS,명시적 유지 요청에 따라 원래 카드와 L3를 유지했다.,없음,NO,Ready
197,Physical,66,P_SYS_CONTROL_008,제어 루프 데드라인 미달,(유지),카드 유지,P_SYS_CONTROL,제어 루프 데드라인 미달의 현재 위해 기제를 유지,KEEP_CONFIRMED,KEEP_CONFIRMED; P_SYS_CONTROL_022 [P_SYS_CONTROL] 제어 루프 데드라인 미달,일반 의도 충실성 확인,PASS,명시적 유지 요청에 따라 원래 카드와 L3를 유지했다.,없음,NO,Ready
198,Physical,67,P_SYS_CONTROL_009,구현체 간 행동 공간 불일치,(유지),카드 유지,P_SYS_CONTROL,구현체 간 행동 공간 불일치의 현재 위해 기제를 유지,KEEP_CONFIRMED,KEEP_CONFIRMED; P_SYS_CONTROL_023 [P_SYS_CONTROL] 구현체 간 행동 공간 불일치,일반 의도 충실성 확인,PASS,명시적 유지 요청에 따라 원래 카드와 L3를 유지했다.,없음,NO,Ready
199,Physical,68,P_SYS_CONTROL_010,정밀 휴머노이드 접촉력,(유지),카드 유지,P_SYS_CONTROL,정밀 휴머노이드 접촉력의 현재 위해 기제를 유지,KEEP_CONFIRMED,KEEP_CONFIRMED; P_SYS_CONTROL_024 [P_SYS_CONTROL] 정밀 휴머노이드 접촉력,일반 의도 충실성 확인,PASS,명시적 유지 요청에 따라 원래 카드와 L3를 유지했다.,없음,NO,Ready
200,Physical,69,P_SYS_CONTROL_011,전환 지원 없는 물리 노동 대체,"General 영역으로 이동, 적합한 L3와 매핑할 것",검수 의견에 적힌 의미·범위 조정,P_SYS_CONTROL,전환 지원 없는 물리 노동 대체의 현재 위해 기제를 유지,L3_REASSIGN_APPLIED,L3_REASSIGN_APPLIED; G_Others_143 [G_Others] 전환 지원 없는 물리 노동 대체,일반 의도 충실성 확인,PASS,검수자가 명시한 L3·도메인 이관이 최종 L3에 반영됐다.,없음,NO,Ready
201,Physical,70,P_SYS_CONTROL_012,엔드 이펙터 속도 초과,(유지),카드 유지,P_SYS_CONTROL,엔드 이펙터 속도 초과의 현재 위해 기제를 유지,KEEP_CONFIRMED,KEEP_CONFIRMED; P_SYS_CONTROL_025 [P_SYS_CONTROL] 엔드 이펙터 속도 초과,일반 의도 충실성 확인,PASS,명시적 유지 요청에 따라 원래 카드와 L3를 유지했다.,없음,NO,Ready
202,Physical,71,P_SYS_CONTROL_013,정밀 운동 제어 불안정성,(유지),카드 유지,P_SYS_CONTROL,정밀 운동 제어 불안정성의 현재 위해 기제를 유지,KEEP_CONFIRMED,KEEP_CONFIRMED; P_SYS_CONTROL_026 [P_SYS_CONTROL] 정밀 운동 제어 불안정성,일반 의도 충실성 확인,PASS,명시적 유지 요청에 따라 원래 카드와 L3를 유지했다.,없음,NO,Ready
203,Physical,72,P_SYS_CONTROL_014,금지 대상 충돌,(유지),카드 유지,P_SYS_CONTROL,금지 대상 충돌의 현재 위해 기제를 유지,KEEP_CONFIRMED,KEEP_CONFIRMED; P_SYS_CONTROL_027 [P_SYS_CONTROL] 금지 대상 충돌,일반 의도 충실성 확인,PASS,명시적 유지 요청에 따라 원래 카드와 L3를 유지했다.,없음,NO,Ready
204,Physical,73,P_SYS_CONTROL_015,파지력 상해,(유지),카드 유지,P_SYS_CONTROL,파지력 상해의 현재 위해 기제를 유지,KEEP_CONFIRMED,KEEP_CONFIRMED; P_SYS_CONTROL_028 [P_SYS_CONTROL] 파지력 상해,일반 의도 충실성 확인,PASS,명시적 유지 요청에 따라 원래 카드와 L3를 유지했다.,없음,NO,Ready
205,Physical,74,P_SYS_CONTROL_016,그리퍼 형상·유형 제약 위반,(유지),카드 유지,P_SYS_CONTROL,그리퍼 형상·유형 제약 위반의 현재 위해 기제를 유지,KEEP_CONFIRMED,KEEP_CONFIRMED; P_SYS_CONTROL_029 [P_SYS_CONTROL] 그리퍼 형상·유형 제약 위반,일반 의도 충실성 확인,PASS,명시적 유지 요청에 따라 원래 카드와 L3를 유지했다.,없음,NO,Ready
206,Physical,75,P_SYS_CONTROL_017,언어·행동 출력 불일치에 따른 유해 물리 행동,(유지),카드 유지,P_SYS_CONTROL,언어·행동 출력 불일치에 따른 유해 물리 행동의 현재 위해 기제를 유지,KEEP_CONFIRMED,KEEP_CONFIRMED; P_SYS_CONTROL_030 [P_SYS_CONTROL] 언어·행동 출력 불일치에 따른 유해 물리 행동,일반 의도 충실성 확인,PASS,명시적 유지 요청에 따라 원래 카드와 L3를 유지했다.,없음,NO,Ready
207,Physical,76,P_SYS_CONTROL_018,휴머노이드 힘 한계 초과,(유지),카드 유지,P_SYS_CONTROL,휴머노이드 힘 한계 초과의 현재 위해 기제를 유지,KEEP_CONFIRMED,KEEP_CONFIRMED; P_SYS_CONTROL_031 [P_SYS_CONTROL] 휴머노이드 힘 한계 초과,일반 의도 충실성 확인,PASS,명시적 유지 요청에 따라 원래 카드와 L3를 유지했다.,없음,NO,Ready
208,Physical,77,P_SYS_CONTROL_019,의도·어포던스 오해에 따른 휴머노이드 모방 제어 실패,(유지),카드 유지,P_SYS_CONTROL,의도·어포던스 오해에 따른 휴머노이드 모방 제어 실패의 현재 위해 기제를 유지,KEEP_CONFIRMED,KEEP_CONFIRMED; P_SYS_CONTROL_032 [P_SYS_CONTROL] 의도·어포던스 오해에 따른 휴머노이드 모방 제어 실패,일반 의도 충실성 확인,PASS,명시적 유지 요청에 따라 원래 카드와 L3를 유지했다.,없음,NO,Ready
209,Physical,78,P_SYS_CONTROL_020,부실 설계 지능 시스템에 의한 상해,(유지),카드 유지,P_SYS_CONTROL,부실 설계 지능 시스템에 의한 상해의 현재 위해 기제를 유지,KEEP_CONFIRMED,KEEP_CONFIRMED; P_SYS_CONTROL_033 [P_SYS_CONTROL] 부실 설계 지능 시스템에 의한 상해,일반 의도 충실성 확인,PASS,명시적 유지 요청에 따라 원래 카드와 L3를 유지했다.,없음,NO,Ready
210,Physical,79,P_SYS_CONTROL_021,로봇 거버넌스 명세의 안전 규칙 누락,"General 영역으로 이동, 적합한 L3와 매핑할 것",검수 의견에 적힌 의미·범위 조정,P_SYS_CONTROL,로봇 거버넌스 명세의 안전 규칙 누락의 현재 위해 기제를 유지,L3_REASSIGN_APPLIED,L3_REASSIGN_APPLIED; G_Others_144 [G_Others] 로봇 거버넌스 명세의 안전 규칙 누락,일반 의도 충실성 확인,PASS,검수자가 명시한 L3·도메인 이관이 최종 L3에 반영됐다.,없음,NO,Ready
211,Physical,80,P_SYS_CONTROL_022,모션 리타겟팅 안전 실패,(유지),카드 유지,P_SYS_CONTROL,모션 리타겟팅 안전 실패의 현재 위해 기제를 유지,KEEP_CONFIRMED,KEEP_CONFIRMED; P_SYS_CONTROL_034 [P_SYS_CONTROL] 모션 리타겟팅 안전 실패,일반 의도 충실성 확인,PASS,명시적 유지 요청에 따라 원래 카드와 L3를 유지했다.,없음,NO,Ready
212,Physical,81,P_SYS_CONTROL_023,보조 로봇의 비동의 신체 개입,(유지),카드 유지,P_SYS_CONTROL,보조 로봇의 비동의 신체 개입의 현재 위해 기제를 유지,KEEP_CONFIRMED,KEEP_CONFIRMED; P_SYS_CONTROL_035 [P_SYS_CONTROL] 보조 로봇의 비동의 신체 개입,일반 의도 충실성 확인,PASS,명시적 유지 요청에 따라 원래 카드와 L3를 유지했다.,없음,NO,Ready
213,Physical,82,P_SYS_CONTROL_024,인지·추론 지연 급증,"General 영역으로 이동, 적합한 L3와 매핑할 것",검수 의견에 적힌 의미·범위 조정,P_SYS_CONTROL,인지·추론 지연 급증의 현재 위해 기제를 유지,L3_REASSIGN_APPLIED,L3_REASSIGN_APPLIED; G_Others_145 [G_Others] 인지·추론 지연 급증,일반 의도 충실성 확인,PASS,검수자가 명시한 L3·도메인 이관이 최종 L3에 반영됐다.,없음,NO,Ready
214,Physical,83,P_SYS_CONTROL_025,로봇 오작동에 의한 물리적 상해,(유지),카드 유지,P_SYS_CONTROL,로봇 오작동에 의한 물리적 상해의 현재 위해 기제를 유지,KEEP_CONFIRMED,KEEP_CONFIRMED; P_SYS_CONTROL_036 [P_SYS_CONTROL] 로봇 오작동에 의한 물리적 상해,일반 의도 충실성 확인,PASS,명시적 유지 요청에 따라 원래 카드와 L3를 유지했다.,없음,NO,Ready
215,Physical,84,P_SYS_CONTROL_026,조기 물체 해제,(유지),카드 유지,P_SYS_CONTROL,조기 물체 해제의 현재 위해 기제를 유지,KEEP_CONFIRMED,KEEP_CONFIRMED; P_SYS_CONTROL_037 [P_SYS_CONTROL] 조기 물체 해제,일반 의도 충실성 확인,PASS,명시적 유지 요청에 따라 원래 카드와 L3를 유지했다.,없음,NO,Ready
216,Physical,85,P_SYS_CONTROL_027,친밀 공간 로봇의 프라이버시 침해적 정보 수집,(유지),카드 유지,P_SYS_CONTROL,친밀 공간 로봇의 프라이버시 침해적 정보 수집의 현재 위해 기제를 유지,KEEP_CONFIRMED,KEEP_CONFIRMED; P_SYS_CONTROL_038 [P_SYS_CONTROL] 친밀 공간 로봇의 프라이버시 침해적 정보 수집,일반 의도 충실성 확인,PASS,명시적 유지 요청에 따라 원래 카드와 L3를 유지했다.,없음,NO,Ready
217,Physical,86,P_SYS_CONTROL_028,실시간 지연 및 동기화 실패,(유지),카드 유지,P_SYS_CONTROL,실시간 지연 및 동기화 실패의 현재 위해 기제를 유지,KEEP_CONFIRMED,KEEP_CONFIRMED; P_SYS_CONTROL_039 [P_SYS_CONTROL] 실시간 지연 및 동기화 실패,일반 의도 충실성 확인,PASS,명시적 유지 요청에 따라 원래 카드와 L3를 유지했다.,없음,NO,Ready
218,Physical,87,P_SYS_CONTROL_029,안전 제어 지연,(유지),카드 유지,P_SYS_CONTROL,안전 제어 지연의 현재 위해 기제를 유지,KEEP_CONFIRMED,KEEP_CONFIRMED; P_SYS_CONTROL_040 [P_SYS_CONTROL] 안전 제어 지연,일반 의도 충실성 확인,PASS,명시적 유지 요청에 따라 원래 카드와 L3를 유지했다.,없음,NO,Ready
219,Physical,88,P_SYS_CONTROL_030,취약 사용자 특성에 맞지 않는 안전 한계,(유지),카드 유지,P_SYS_CONTROL,취약 사용자 특성에 맞지 않는 안전 한계의 현재 위해 기제를 유지,KEEP_CONFIRMED,KEEP_CONFIRMED; P_SYS_CONTROL_041 [P_SYS_CONTROL] 취약 사용자 특성에 맞지 않는 안전 한계,일반 의도 충실성 확인,PASS,명시적 유지 요청에 따라 원래 카드와 L3를 유지했다.,없음,NO,Ready
220,Physical,89,P_SYS_CONTROL_031,원격조작 휴머노이드 안전 재정의 실패,(유지),카드 유지,P_SYS_CONTROL,원격조작 휴머노이드 안전 재정의 실패의 현재 위해 기제를 유지,KEEP_CONFIRMED,KEEP_CONFIRMED; P_SYS_CONTROL_042 [P_SYS_CONTROL] 원격조작 휴머노이드 안전 재정의 실패,일반 의도 충실성 확인,PASS,명시적 유지 요청에 따라 원래 카드와 L3를 유지했다.,없음,NO,Ready
221,Physical,90,P_SYS_CONTROL_032,부하 시 열·전력 쓰로틀링,(유지),카드 유지,P_SYS_CONTROL,부하 시 열·전력 쓰로틀링의 현재 위해 기제를 유지,KEEP_CONFIRMED,KEEP_CONFIRMED; P_SYS_CONTROL_043 [P_SYS_CONTROL] 부하 시 열·전력 쓰로틀링,일반 의도 충실성 확인,PASS,명시적 유지 요청에 따라 원래 카드와 L3를 유지했다.,없음,NO,Ready
222,Physical,91,P_SYS_CONTROL_033,사고 전 위험 완화 책임 미지정,(유지),카드 유지,P_SYS_CONTROL,사고 전 위험 완화 책임 미지정의 현재 위해 기제를 유지,KEEP_CONFIRMED,KEEP_CONFIRMED; P_SYS_CONTROL_044 [P_SYS_CONTROL] 사고 전 위험 완화 책임 미지정,일반 의도 충실성 확인,PASS,명시적 유지 요청에 따라 원래 카드와 L3를 유지했다.,없음,NO,Ready
223,Physical,92,P_SYS_CONTROL_034,가정 조작의 단계별 오차 미수정,(유지),카드 유지,P_SYS_CONTROL,가정 조작의 단계별 오차 미수정의 현재 위해 기제를 유지,KEEP_CONFIRMED,KEEP_CONFIRMED; P_SYS_CONTROL_045 [P_SYS_CONTROL] 가정 조작의 단계별 오차 미수정,일반 의도 충실성 확인,PASS,명시적 유지 요청에 따라 원래 카드와 L3를 유지했다.,없음,NO,Ready
224,Physical,93,P_SYS_CONTROL_035,오픈월드 휴머노이드 조작의 과소대표,(유지),카드 유지,P_SYS_CONTROL,오픈월드 휴머노이드 조작의 과소대표의 현재 위해 기제를 유지,KEEP_CONFIRMED,KEEP_CONFIRMED; P_SYS_CONTROL_046 [P_SYS_CONTROL] 오픈월드 휴머노이드 조작의 과소대표,일반 의도 충실성 확인,PASS,명시적 유지 요청에 따라 원래 카드와 L3를 유지했다.,없음,NO,Ready
225,Physical,94,P_SYS_CONTROL_036,이동형 로봇 감시를 통한 일방적 작업장 통제,(유지),카드 유지,P_SYS_CONTROL,이동형 로봇 감시를 통한 일방적 작업장 통제의 현재 위해 기제를 유지,KEEP_CONFIRMED,KEEP_CONFIRMED; P_SYS_CONTROL_047 [P_SYS_CONTROL] 이동형 로봇 감시를 통한 일방적 작업장 통제,일반 의도 충실성 확인,PASS,명시적 유지 요청에 따라 원래 카드와 L3를 유지했다.,없음,NO,Ready
226,Physical,95,P_SYS_CONTROL_037,원격 조작 시연에서 학습된 안전하지 않은 가정,(유지),카드 유지,P_SYS_CONTROL,원격 조작 시연에서 학습된 안전하지 않은 가정의 현재 위해 기제를 유지,KEEP_CONFIRMED,KEEP_CONFIRMED; P_SYS_CONTROL_048 [P_SYS_CONTROL] 원격 조작 시연에서 학습된 안전하지 않은 가정,일반 의도 충실성 확인,PASS,명시적 유지 요청에 따라 원래 카드와 L3를 유지했다.,없음,NO,Ready
227,Physical,96,P_SYS_CONTROL_038,이동형 양팔 로봇의 안전하지 않은 조작,(유지),카드 유지,P_SYS_CONTROL,이동형 양팔 로봇의 안전하지 않은 조작의 현재 위해 기제를 유지,KEEP_CONFIRMED,KEEP_CONFIRMED; P_SYS_CONTROL_049 [P_SYS_CONTROL] 이동형 양팔 로봇의 안전하지 않은 조작,일반 의도 충실성 확인,PASS,명시적 유지 요청에 따라 원래 카드와 L3를 유지했다.,없음,NO,Ready
228,Physical,97,P_SYS_CONTROL_039,위험한 로봇 작업계획에 따른 물리 제어 실패,(유지),카드 유지,P_SYS_CONTROL,위험한 로봇 작업계획에 따른 물리 제어 실패의 현재 위해 기제를 유지,KEEP_CONFIRMED,KEEP_CONFIRMED; P_SYS_CONTROL_050 [P_SYS_CONTROL] 위험한 로봇 작업계획에 따른 물리 제어 실패,일반 의도 충실성 확인,PASS,명시적 유지 요청에 따라 원래 카드와 L3를 유지했다.,없음,NO,Ready
229,Physical,98,P_SYS_CONTROL_040,로봇 형태 간 기술의 안전하지 않은 전이,(유지),카드 유지,P_SYS_CONTROL,로봇 형태 간 기술의 안전하지 않은 전이의 현재 위해 기제를 유지,KEEP_CONFIRMED,KEEP_CONFIRMED; P_SYS_CONTROL_051 [P_SYS_CONTROL] 로봇 형태 간 기술의 안전하지 않은 전이,일반 의도 충실성 확인,PASS,명시적 유지 요청에 따라 원래 카드와 L3를 유지했다.,없음,NO,Ready
230,Physical,99,P_SYS_CONTROL_041,비안전 궤적 생성,(유지),카드 유지,P_SYS_CONTROL,비안전 궤적 생성의 현재 위해 기제를 유지,KEEP_CONFIRMED,KEEP_CONFIRMED; P_SYS_CONTROL_052 [P_SYS_CONTROL] 비안전 궤적 생성,일반 의도 충실성 확인,PASS,명시적 유지 요청에 따라 원래 카드와 L3를 유지했다.,없음,NO,Ready
231,Physical,100,P_SYS_CONTROL_042,배포 조건 간 휴머노이드 행동 불안정,(유지),카드 유지,P_SYS_CONTROL,배포 조건 간 휴머노이드 행동 불안정의 현재 위해 기제를 유지,KEEP_CONFIRMED,KEEP_CONFIRMED; P_SYS_CONTROL_053 [P_SYS_CONTROL] 배포 조건 간 휴머노이드 행동 불안정,일반 의도 충실성 확인,PASS,명시적 유지 요청에 따라 원래 카드와 L3를 유지했다.,없음,NO,Ready
232,Physical,101,P_SYS_CONTROL_043,VLA 조작 제약 위반,(유지),카드 유지,P_SYS_CONTROL,VLA 조작 제약 위반의 현재 위해 기제를 유지,KEEP_CONFIRMED,KEEP_CONFIRMED; P_SYS_CONTROL_054 [P_SYS_CONTROL] VLA 조작 제약 위반,일반 의도 충실성 확인,PASS,명시적 유지 요청에 따라 원래 카드와 L3를 유지했다.,없음,NO,Ready
233,Physical,102,P_SYS_CONTROL_044,제로샷 시뮬레이션-현실 보행 불안정,(유지),카드 유지,P_SYS_CONTROL,제로샷 시뮬레이션-현실 보행 불안정의 현재 위해 기제를 유지,KEEP_CONFIRMED,KEEP_CONFIRMED; P_SYS_CONTROL_055 [P_SYS_CONTROL] 제로샷 시뮬레이션-현실 보행 불안정,일반 의도 충실성 확인,PASS,명시적 유지 요청에 따라 원래 카드와 L3를 유지했다.,없음,NO,Ready
234,Physical,103,P_SYS_HARDWARE_001,환경 유발 결함 변이,(유지),카드 유지,P_SYS_HARDWARE,환경 유발 결함 변이의 현재 위해 기제를 유지,KEEP_CONFIRMED,KEEP_CONFIRMED; P_SYS_HARDWARE_002 [P_SYS_HARDWARE] 환경 유발 결함 변이,일반 의도 충실성 확인,PASS,명시적 유지 요청에 따라 원래 카드와 L3를 유지했다.,없음,NO,Ready
235,Physical,104,P_SYS_HARDWARE_002,하드웨어 결함에 의한 실행 오류,(유지),카드 유지,P_SYS_HARDWARE,하드웨어 결함에 의한 실행 오류의 현재 위해 기제를 유지,KEEP_CONFIRMED,KEEP_CONFIRMED; P_SYS_HARDWARE_003 [P_SYS_HARDWARE] 하드웨어 결함에 의한 실행 오류,일반 의도 충실성 확인,PASS,명시적 유지 요청에 따라 원래 카드와 L3를 유지했다.,없음,NO,Ready
