Source_Domain,Source_Row_Number,L4_ID_Before,L4_Title_ko_Before,L3_ID_Before,Human_Review_Comment,Decision,Decision_Rationale,Changed_Fields,Destination_Domain,L4_ID_After,L4_Title_ko_After,L3_ID_After,Korean_Copyedit_Decision_IDs,Korean_Copyedit_Applied,Final_QA_Decision_IDs,Final_QA_Applied,English_Copyedit_Decision_IDs,English_Copyedit_Applied
General,64,G_INT_PRIV_012,학습 데이터 암기에 의한 민감정보 유출,G_INT_PRIV,yj_통합_학습데이터 privacy이슈,INTENT_CORRECTION_MERGE_REPRESENTATIVE,검수자가 지목한 학습데이터 privacy 병합군에 흡수한다.,L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; facet; act-type; Mapping_Method; HD_Reason; Source_L4_IDs; Mapping evidence; L4_ID,General,G_INT_PRIV_023,학습 데이터 개인정보의 혼입·암기·유출,G_INT_PRIV,,NO,,NO,,NO
General,65,G_INT_PRIV_013,대량 감시,G_INT_PRIV,,UNCHANGED,No second-round change request.,L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; facet; act-type; Mapping_Method; HD_Reason; Source_L4_IDs; Mapping evidence; L4_ID,General,G_INT_PRIV_021,AI 기반 대량 감시,G_INT_PRIV,,NO,,NO,,NO
General,66,G_INT_PRIV_014,개인정보 악용 및 거래,G_INT_PRIV,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_ID,General,G_INT_PRIV_009,개인정보 악용 및 거래,G_INT_PRIV,KOC-0031,YES,,NO,,NO
General,67,G_INT_PRIV_015,프롬프트 및 학습 데이터에 기인한 개인정보 노출,G_INT_PRIV,yj_통합_학습데이터 privacy이슈,INTENT_CORRECTION_MERGE_REPRESENTATIVE,검수자가 지목한 학습데이터 privacy 병합군에 흡수한다.,L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; facet; act-type; Mapping_Method; HD_Reason; Source_L4_IDs; Mapping evidence; L4_ID,General,G_INT_PRIV_023,학습 데이터 개인정보의 혼입·암기·유출,G_INT_PRIV,,NO,,NO,,NO
General,68,G_INT_PRIV_016,보호장치 없는 개인정보 수집,G_INT_PRIV,,FINAL_QA_LANGUAGE_REFINEMENT,No second-round change request. | FQA-056:온라인 웹 스크래핑이라는 중복 표현과 일반적 과정 문구를 제거하고 보호조치 부재에서 개인정보·정보자기결정권 침해로 이어지는 인과를 직접 기술한다.,L4_Title_ko; L4_Description_ko; L4_Description_en; Mapping evidence; L4_ID,General,G_INT_PRIV_010,보호조치 없는 개인정보 수집,G_INT_PRIV,KOC-0032,YES,FQA-056,YES,,NO
General,69,G_INT_PRIV_017,개인정보 스크래핑 학습,G_INT_PRIV,,FINAL_QA_LANGUAGE_REFINEMENT,No second-round change request. | FQA-051:프로젝트 용어집의 생성형 AI 표기를 적용하고 개인정보 스크래핑의 목적을 자연스러운 한국어 명칭으로 명확히 한다.,L4_Title_ko; L4_Description_ko; Mapping evidence; L4_ID,General,G_INT_PRIV_011,학습을 위한 개인정보 스크래핑,G_INT_PRIV,KOC-0033,YES,FQA-051,YES,,NO
General,70,G_INT_PRIV_018,광범위한 개인정보 투입,G_INT_PRIV,,INTENT_CORRECTION_MERGE_REPRESENTATIVE,검수자가 지목한 재식별 및 정보 추론 대표 카드로 병합한다.,L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Source_L4_IDs; Mapping evidence; L4_ID,General,G_INT_PRIV_022,재식별 및 정보 추론,G_INT_PRIV,,NO,,NO,,NO
General,71,G_INT_PRIV_019,프라이버시·재산 정보 오처리,G_INT_PRIV,yj_분할_over-extension과 privacy violation 혼재,USER_DIRECTED_MERGE_ABSORBED,"User approved merge proposal 4; the merged card preserves property information, personal information, private facts, authorization, consent, legitimate purpose, privacy, and informational self-determination.",Output cardinality; L1/L2/L3 hierarchy; L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Source_L4_IDs; Mapping evidence; L4_ID,General,G_SYS_OEXT_013 | G_INT_PRIV_020,AI 역량의 검증 범위 초과 사용 | 재산 정보·개인정보·사적 사실의 부당한 노출,G_SYS_OEXT | G_INT_PRIV,KOC-0368,YES,,NO,,NO
General,72,G_INT_PRIV_020,보호 속성 추론을 통한 프라이버시 침해,G_INT_PRIV,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_Description_en; Mapping evidence; L4_ID,General,G_INT_PRIV_012,보호 속성 추론을 통한 프라이버시 침해,G_INT_PRIV,KOC-0034,YES,,NO,EOC-0024,YES
General,73,G_INT_PRIV_021,학습 코퍼스 내 개인정보 혼입,G_INT_PRIV,yj_통합_학습데이터 privacy이슈,INTENT_CORRECTION_MERGE_APPLIED,검수자가 지목한 학습데이터 privacy 병합군에 흡수한다.,L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Source_L4_IDs; Mapping evidence; L4_ID,General,G_INT_PRIV_023,학습 데이터 개인정보의 혼입·암기·유출,G_INT_PRIV,,NO,,NO,,NO
General,74,G_INT_PRIV_022,재식별 및 정보 추론,G_INT_PRIV,,INTENT_CORRECTION_MERGE_REPRESENTATIVE,검수자가 지목한 재식별 및 정보 추론 대표 카드로 병합한다.,L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Source_L4_IDs; Mapping evidence,General,G_INT_PRIV_022,재식별 및 정보 추론,G_INT_PRIV,,NO,,NO,,NO
General,75,G_INT_PRIV_023,익명화된 데이터의 재식별,G_INT_PRIV,,FINAL_QA_LANGUAGE_REFINEMENT,No second-round change request. | FQA-253:익명화 데이터 문맥의 정확한 용어인 re-identified와 전치사 correlations with로 교정한다.,L4_Title_en; L4_Description_ko; L4_Description_en; Mapping evidence; L4_ID,General,G_INT_PRIV_013,익명화된 데이터의 재식별,G_INT_PRIV,KOC-0035,YES,FQA-253,YES,EOC-0025,YES
General,76,G_INT_PRIV_024,LLM 기반 정교한 감시·검열에 의한 자유 억압,G_INT_PRIV,yj_동일 L3내 다른 L4로 편입(대랑감시),EXPERT_MERGE_APPLIED,대규모 추적·감시라는 동일 기제와 피해를 반복한다.,L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Source_L4_IDs; Mapping evidence; L4_ID,General,G_INT_PRIV_021,AI 기반 대량 감시,G_INT_PRIV,,NO,,NO,,NO
General,77,G_INT_PRIV_025,사생활·개인정보 부당 노출,G_INT_PRIV,,USER_DIRECTED_MERGE_ABSORBED,"User approved merge proposal 4; the merged card preserves property information, personal information, private facts, authorization, consent, legitimate purpose, privacy, and informational self-determination.",L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Source_L4_IDs; Mapping evidence; L4_ID,General,G_INT_PRIV_020,재산 정보·개인정보·사적 사실의 부당한 노출,G_INT_PRIV,,NO,,NO,,NO
General,78,G_INT_REL_001,챗봇 교제에 대한 정서적·사회적 의존,G_INT_REL,,UNCHANGED,No second-round change request.,L4_Description_ko,General,G_INT_REL_001,챗봇 교제에 대한 정서적·사회적 의존,G_INT_REL,KOC-0036,YES,,NO,,NO
General,79,G_INT_REL_002,AI 시스템에 대한 정서적·물질적·인식론적 의 존,G_INT_REL,,UNCHANGED,No second-round change request.,L4_Title_ko; L4_Description_ko; L4_Description_en,General,G_INT_REL_002,AI 시스템에 대한 정서적·물질적·인식론적 의존,G_INT_REL,KOC-0037,YES,,NO,EOC-0027,YES
General,80,G_INT_REL_003,고인 모사 챗봇 의존,G_INT_REL,,UNCHANGED,No second-round change request.,,General,G_INT_REL_003,고인 모사 챗봇 의존,G_INT_REL,,NO,,NO,,NO
General,81,G_INT_REL_004,AI 에이전트와의 준사회적 유대감,G_INT_REL,,FINAL_QA_LANGUAGE_REFINEMENT,No second-round change request. | FQA-244:관계 유대라는 중복 표현을 제거하고 준사회적 유대의 악용과 정서적 피해를 자연스럽게 연결한다. | FQA-308:병렬 관계절의 문법을 바로잡아 유대의 악용과 사용자의 정서적 불안정이라는 두 결과를 분명히 한다.,L4_Description_ko; L4_Description_en; Mapping evidence,General,G_INT_REL_004,AI 에이전트와의 준사회적 유대감,G_INT_REL,,NO,FQA-244|FQA-308,YES,EOC-0028,YES
General,82,G_INT_REL_005,대화 에이전트에 대한 심리적 의존성,G_INT_REL,,UNCHANGED,No second-round change request.,L4_Description_ko,General,G_INT_REL_005,대화 에이전트에 대한 심리적 의존성,G_INT_REL,KOC-0038,YES,,NO,,NO
General,83,G_INT_REPR_001,집단별 성능 격차·고정관념 인코딩,G_INT_REPR,(jay) [재검토] 피해가 무엇인지 표기되지 않아 불분명함. Representational harm 또는 Allocative Discrimination,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED,피해 또는 L3 경계가 불명확하므로 새 피해를 창작하지 않고 G_Others/HD에서 인간 결정을 대기한다.,L1/L2/L3 hierarchy; L4_Description_ko; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_Others_098,집단별 성능 격차·고정관념 인코딩,G_Others,KOC-0375,YES,,NO,,NO
General,84,G_INT_REPR_002,자기 식별 기회의 박탈,G_INT_REPR,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_Description_en; Mapping evidence; L4_ID,General,G_INT_REPR_001,자기 식별 기회의 박탈,G_INT_REPR,KOC-0039,YES,,NO,EOC-0030,YES
General,85,G_INT_REPR_003,사회 집단에 대한 모델의 차별적 결정과 산출,G_INT_REPR,(jay) [재검토] 피해가 무엇인지 표기되지 않아 불분명함. Representational harm 또는 Allocative Discrimination,EXPERT_SPLIT_APPLIED,표현상 피해와 물질적 배분 결과를 분리한다.,Output cardinality; L1/L2/L3 hierarchy; L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; facet; act-type; Mapping_Method; HD_Reason; Source_L4_IDs; Mapping evidence; L4_ID,General,G_INT_ALLOC_008 | G_INT_REPR_026,보호집단에 대한 불리한 자원 배분 | 보호집단 고정관념의 재생산,G_INT_ALLOC | G_INT_REPR,,NO,,NO,,NO
General,86,G_INT_REPR_004,혐오발언 생성,G_INT_REPR,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_ID,General,G_INT_REPR_002,혐오발언 생성,G_INT_REPR,KOC-0040,YES,,NO,,NO
General,87,G_INT_REPR_005,학습 데이터에 내재된 역사적·인구학적 편향,G_INT_REPR,,UNCHANGED,No second-round change request.,L4_Description_ko; Mapping evidence; L4_ID,General,G_INT_REPR_003,학습 데이터에 내재된 역사적·인구학적 편향,G_INT_REPR,KOC-0041,YES,,NO,,NO
General,88,G_INT_REPR_006,연령 기반 적대·차별적 표상,G_INT_REPR,,FINAL_QA_LANGUAGE_REFINEMENT,No second-round change request. | FQA-025:보호 특성별 카드를 분리 유지하면서 동일한 영문 위험 명칭 구조로 통일한다.,L4_Title_en; L4_Description_en; Mapping evidence; L4_ID,General,G_INT_REPR_004,연령 기반 적대·차별적 표상,G_INT_REPR,,NO,FQA-025,YES,EOC-0031,YES
General,89,G_INT_REPR_007,장애 기반 적대·차별적 표상,G_INT_REPR,,FINAL_QA_LANGUAGE_REFINEMENT,No second-round change request. | FQA-026:보호 특성별 카드를 분리 유지하면서 동일한 영문 위험 명칭 구조로 통일한다.,L4_Title_en; L4_Description_ko; L4_Description_en; Mapping evidence; L4_ID,General,G_INT_REPR_005,장애 기반 적대·차별적 표상,G_INT_REPR,KOC-0042,YES,FQA-026,YES,EOC-0032,YES
General,90,G_INT_REPR_008,학력 기반 적대·차별적 표상,G_INT_REPR,,FINAL_QA_LANGUAGE_REFINEMENT,No second-round change request. | FQA-027:보호 특성별 카드를 분리 유지하면서 동일한 영문 위험 명칭 구조로 통일한다.,L4_Title_en; L4_Description_en; Mapping evidence; L4_ID,General,G_INT_REPR_006,학력 기반 적대·차별적 표상,G_INT_REPR,,NO,FQA-027,YES,EOC-0033,YES
General,91,G_INT_REPR_009,가족 상태 및 가정 형태 기반 적대·차별적 표상,G_INT_REPR,,FINAL_QA_LANGUAGE_REFINEMENT,No second-round change request. | FQA-028:보호 특성별 카드를 분리 유지하면서 동일한 영문 위험 명칭 구조로 통일한다.,L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; Mapping evidence; L4_ID,General,G_INT_REPR_007,가족 상태·가구 형태 기반 적대·차별적 표상,G_INT_REPR,KOC-0043,YES,FQA-028,YES,EOC-0034,YES
General,92,G_INT_REPR_010,성별 기반 적대·차별적 표상,G_INT_REPR,,USER_DIRECTED_MERGE_ABSORBED,"User directed G_INT_REPR_008 to be absorbed into G_INT_REPR_009; the representative retains all protected characteristics, representational-harm mechanisms, and protected interests from both cards in the tone of the immutable G_INT_REPR master.",L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_INT_REPR_008,성별·성정체성·성적 지향 기반 적대·차별적 표상,G_INT_REPR,,NO,,NO,EOC-0035,YES
General,93,G_INT_REPR_011,성정체성·성적지향 기반 적대·차별적 표상,G_INT_REPR,,USER_DIRECTED_MERGE_REPRESENTATIVE,"User directed G_INT_REPR_008 to be absorbed into G_INT_REPR_009; the representative retains all protected characteristics, representational-harm mechanisms, and protected interests from both cards in the tone of the immutable G_INT_REPR master.",L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_INT_REPR_008,성별·성정체성·성적 지향 기반 적대·차별적 표상,G_INT_REPR,,NO,,NO,EOC-0035,YES
General,94,G_INT_REPR_012,건강 상태 기반 적대·차별적 표상,G_INT_REPR,,FINAL_QA_LANGUAGE_REFINEMENT,No second-round change request. | FQA-029:보호 특성별 카드를 분리 유지하면서 동일한 영문 위험 명칭 구조로 통일한다.,L4_Title_en; L4_Description_ko; L4_Description_en; Mapping evidence; L4_ID,General,G_INT_REPR_009,건강 상태 기반 적대·차별적 표상,G_INT_REPR,KOC-0044,YES,FQA-029,YES,EOC-0036,YES
General,95,G_INT_REPR_013,국적·출신국 기반 적대·차별적 표상,G_INT_REPR,,USER_DIRECTED_MERGE_ABSORBED,"User directed G_INT_REPR_011 to be absorbed into G_INT_REPR_015; the representative retains nationality, country-of-origin, and place-of-origin meanings and the immutable G_INT_REPR harm vocabulary.",L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_INT_REPR_010,국적·출신국·출신지역 기반 적대·차별적 표상,G_INT_REPR,,NO,,NO,EOC-0037,YES
General,96,G_INT_REPR_014,직업 기반 적대·차별적 표상,G_INT_REPR,,FINAL_QA_LANGUAGE_REFINEMENT,No second-round change request. | FQA-030:보호 특성별 카드를 분리 유지하면서 동일한 영문 위험 명칭 구조로 통일한다.,L4_Title_en; L4_Description_en; Mapping evidence; L4_ID,General,G_INT_REPR_011,직업 기반 적대·차별적 표상,G_INT_REPR,,NO,FQA-030,YES,EOC-0038,YES
General,97,G_INT_REPR_015,정치적 성향 기반 적대·차별적 표상,G_INT_REPR,,FINAL_QA_LANGUAGE_REFINEMENT,No second-round change request. | FQA-031:보호 특성별 카드를 분리 유지하면서 동일한 영문 위험 명칭 구조로 통일한다.,L4_Title_en; L4_Description_en; Mapping evidence; L4_ID,General,G_INT_REPR_012,정치적 성향 기반 적대·차별적 표상,G_INT_REPR,,NO,FQA-031,YES,EOC-0039,YES
General,98,G_INT_REPR_016,인종·민족 기반 적대·차별적 표상,G_INT_REPR,,FINAL_QA_LANGUAGE_REFINEMENT,No second-round change request. | FQA-032:보호 특성별 카드를 분리 유지하면서 동일한 영문 위험 명칭 구조로 통일한다.,L4_Title_en; L4_Description_en; Mapping evidence; L4_ID,General,G_INT_REPR_013,인종·민족 기반 적대·차별적 표상,G_INT_REPR,,NO,FQA-032,YES,EOC-0040,YES
General,99,G_INT_REPR_017,지역·출신지역 기반 적대·차별적 표상,G_INT_REPR,,USER_DIRECTED_MERGE_REPRESENTATIVE,"User directed G_INT_REPR_011 to be absorbed into G_INT_REPR_015; the representative retains nationality, country-of-origin, and place-of-origin meanings and the immutable G_INT_REPR harm vocabulary.",L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_INT_REPR_010,국적·출신국·출신지역 기반 적대·차별적 표상,G_INT_REPR,,NO,,NO,EOC-0037,YES
General,100,G_INT_REPR_018,종교 기반 적대·차별적 표상,G_INT_REPR,,FINAL_QA_LANGUAGE_REFINEMENT,No second-round change request. | FQA-033:보호 특성별 카드를 분리 유지하면서 동일한 영문 위험 명칭 구조로 통일한다.,L4_Title_en; L4_Description_ko; L4_Description_en; Mapping evidence; L4_ID,General,G_INT_REPR_014,종교 기반 적대·차별적 표상,G_INT_REPR,KOC-0045,YES,FQA-033,YES,EOC-0041,YES
General,101,G_INT_REPR_019,사회경제적 지위 기반 적대·차별적 표상,G_INT_REPR,,FINAL_QA_LANGUAGE_REFINEMENT,No second-round change request. | FQA-034:보호 특성별 카드를 분리 유지하면서 동일한 영문 위험 명칭 구조로 통일한다.,L4_Title_en; L4_Description_ko; L4_Description_en; Mapping evidence; L4_ID,General,G_INT_REPR_015,사회경제적 지위 기반 적대·차별적 표상,G_INT_REPR,KOC-0046,YES,FQA-034,YES,EOC-0042,YES
General,102,G_INT_REPR_020,데이터와 산출물에서의 집단 재현 불균형,G_INT_REPR,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_Description_en; L4_ID,General,G_INT_REPR_016,데이터와 산출물에서의 집단 재현 불균형,G_INT_REPR,KOC-0047,YES,,NO,EOC-0043,YES
General,103,G_INT_REPR_021,완화 조치 이후에도 존속하는 고정관념 편향,G_INT_REPR,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_ID,General,G_INT_REPR_017,완화 조치 이후에도 존속하는 고정관념 편향,G_INT_REPR,KOC-0048,YES,,NO,,NO
General,104,G_INT_REPR_022,사회집단의 재현적 피해·고정관념 및 비가시화,G_INT_REPR,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_ID,General,G_INT_REPR_018,사회집단의 재현적 피해·고정관념 및 비가시화,G_INT_REPR,KOC-0049,YES,,NO,,NO
General,105,G_INT_REPR_023,인간 데이터 학습에 의한 갈등 악화 편향 재현,G_INT_REPR,(jay) [이관] Unethical Conduct and Manipulation,L3_REASSIGN_APPLIED,Explicit human-review transfer to G_INT_UNETH.,L1/L2/L3 hierarchy; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_INT_UNETH_001,인간 데이터 학습에 의한 갈등 악화 편향 재현,G_INT_UNETH,KOC-0050,YES,,NO,EOC-0059,YES
General,106,G_INT_REPR_024,사회적 고정관념 재생산과 그에 따른 차별적 대우,G_INT_REPR,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_Description_en; Mapping evidence; L4_ID,General,G_INT_REPR_019,사회적 고정관념 재생산과 그에 따른 차별적 대우,G_INT_REPR,KOC-0051,YES,,NO,EOC-0044,YES
General,107,G_INT_REPR_025,고정관념 강화 페르소나 설계,G_INT_REPR,,FINAL_QA_LANGUAGE_REFINEMENT,No second-round change request. | FQA-245:대화형 에이전트를 가리키는 재귀대명사의 문법 오류를 수정한다.,L4_Description_ko; L4_Description_en; Mapping evidence; L4_ID,General,G_INT_REPR_020,고정관념 강화 페르소나 설계,G_INT_REPR,KOC-0052,YES,FQA-245,YES,,NO
General,108,G_INT_REPR_026,합성 데이터의 문화 고정관념 증폭,G_INT_REPR,,FINAL_QA_LANGUAGE_REFINEMENT,No second-round change request. | FQA-246:합성 데이터 생성·여과 실패·반복 재학습에 따른 증폭이라는 한글 정의의 위해 경로를 영문에 복원한다.,L4_Description_ko; L4_Description_en; Mapping evidence; L4_ID,General,G_INT_REPR_021,합성 데이터의 문화 고정관념 증폭,G_INT_REPR,KOC-0053,YES,FQA-246,YES,,NO
General,109,G_INT_SELF_001,자해 은폐 및 회피 전략,G_INT_SELF,,UNCHANGED,No second-round change request.,L4_Description_en,General,G_INT_SELF_001,자해 은폐 및 회피 전략,G_INT_SELF,,NO,,NO,EOC-0045,YES
General,110,G_INT_SELF_002,이용자의 정신·신체 건강을 위협하는 콘텐츠,G_INT_SELF,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_Description_en; Mapping evidence,General,G_INT_SELF_002,이용자의 정신·신체 건강을 위협하는 콘텐츠,G_INT_SELF,KOC-0054,YES,,NO,EOC-0046,YES
