L4_ID,L3_ID,L4_Title_ko,L4_Title_en,source_ev_id,source_risk_category,source_risk_subcategory,ref_title,ref_authors,ref_year,reference_type,doi,ref_url,direct_quote,quote_location,quote_word_count,source_quality_tier,semantic_similarity,combined_score,semantic_fit_method,metadata_verification,fulltext_verification,verification_status,accessed_at
A_SYS_AUTH_021,A_SYS_AUTH,자율 행동 범위의 안전하지 않은 확장,Unsafe expansion of autonomous action,08.02.00,AGIs being given or developing unsafe goals,,The risks associated with Artificial General Intelligence: A systematic review,McLean et al.,2023,Journal Article,10.1080/0952813X.2021.1964003,https://doi.org/10.1080/0952813X.2021.1964003,"… risks associated with AGI goal safety, including human attempts at making goals safe, as well as the AGI making its own goals safe during …",MIT AI Risk Repository evidence row 08.02.00,24,A_PEER_REVIEWED,0.764093,0.735626,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_ACCESS_CONTROLLED,2026-09-01T09:10:43.817023+00:00
A_SYS_AUTH_023,A_SYS_AUTH,에이전트의 안전하지 않은 도구 사용,Unsafe or out-of-scope agent tool use,08.02.00,AGIs being given or developing unsafe goals,,The risks associated with Artificial General Intelligence: A systematic review,McLean et al.,2023,Journal Article,10.1080/0952813X.2021.1964003,https://doi.org/10.1080/0952813X.2021.1964003,"The risks associated with AGI goal safety, including human attempts at making goals safe, as well as the AGI making its own goals safe …",MIT AI Risk Repository evidence row 08.02.00,24,A_PEER_REVIEWED,0.711115,0.675668,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_ACCESS_CONTROLLED,2026-09-01T09:10:43.817023+00:00
A_SYS_AUTH_024,A_SYS_AUTH,학습 단계의 치명적 실수,Fatal mistakes during the learning phase,45.01.02,AI's inherent safety risks ,Risks from models and algorithms (Risks of bias and discrimination),AI Safety Governance Framework,National Technical Committee 260 on Cybersecurity (TC260),2024,Report,,https://www.tc260.org.cn/upload/2024-09-09/1725849192841090989.pdf,"During the algorithm design and training process, personal biases may be introduced, either intentionally or unintentionally.",MIT AI Risk Repository evidence row 45.01.02,16,A_OFFICIAL_REPORT,0.703123,0.664391,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
A_SYS_AUTH_025,A_SYS_AUTH,AI 에이전트의 격리 경계 이탈과 무단 외부 접근,Unauthorised external access by an AI agent escaping isolation boundaries,62.28.03,Cybersecurity ,AI System bypassing a sandbox environment,Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis et al.,2024,Research Paper (Preprint),https://doi.org/10.48550/arXiv.2410.23472,https://arxiv.org/abs/2410.23472,An AI system may have the ability to bypass a sandboxed environment in which it is trained or evaluated.,MIT AI Risk Repository evidence row 62.28.03,19,B_IDENTIFIED_RESEARCH_PAPER,0.764975,0.727984,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
A_SYS_DECEPT_001,A_SYS_DECEPT,탐지 불가 공격에 의한 다중 에이전트 협력 붕괴,Collapse of multi-agent cooperation from undetectable attacks,63.10.06,Multi-Agent Security ,Undetectable Threats,Multi-Agent Risks from Advanced AI,Hammond et al.,2025,Research Paper (Preprint),https://doi.org/10.48550/arXiv.2502.14143,https://arxiv.org/abs/2502.14143,"… al., 2023b) and ‘illusory’ attacks (Franzmeyer et al., 2023), which are black-box undetectable and can even be hidden using white-box undetectable encrypted backdoors (Draguns …",MIT AI Risk Repository evidence row 63.10.06,24,B_IDENTIFIED_RESEARCH_PAPER,0.830317,0.82152,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
A_SYS_DECEPT_002,A_SYS_DECEPT,인지 편향 악용에 의한 기만,Deception by exploiting cognitive biases,16.05.04,Risk area 5: Human-Computer Interaction Harms,"Human-like interaction may amplify opportunities for user nudging, deception or manipulation",Taxonomy of Risks posed by Language Models,Weidinger et al.,2022,Conference Paper,10.1145/3531146.3533088,https://doi.org/10.1145/3531146.3533088,"Anticipated risk: ""In conversation, humans commonly display well-known cognitive biases that could be exploited.",MIT AI Risk Repository evidence row 16.05.04,14,A_PEER_REVIEWED,0.792627,0.790757,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_ACCESS_CONTROLLED,2026-09-01T09:10:43.817023+00:00
A_SYS_DECEPT_003,A_SYS_DECEPT,감독 회피를 위한 AI 에이전트의 기만적 정렬,Deceptive alignment to evade oversight,61.02.18,Sources of systemic risks from general-purpose AI ,Deceptive alignment,A Taxonomy of Systemic Risks from General-Purpose AI,Uuk et al.,2025,Journal Article,http://dx.doi.org/10.2139/ssrn.5030173,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5030173,AI models and systems that appear aligned with human goals during development may behave unpredictably or dangerously once deployed,MIT AI Risk Repository evidence row 61.02.18,19,A_PEER_REVIEWED,0.814804,0.787671,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_ACCESS_CONTROLLED,2026-09-01T09:10:43.817023+00:00
A_SYS_DECEPT_005,A_SYS_DECEPT,자체 시뮬레이션을 통한 기만적 정렬,Deceptive alignment via self-simulation,61.02.18,Sources of systemic risks from general-purpose AI ,Deceptive alignment,A Taxonomy of Systemic Risks from General-Purpose AI,Uuk et al.,2025,Journal Article,http://dx.doi.org/10.2139/ssrn.5030173,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5030173,AI models and systems that appear aligned with human goals during development may behave unpredictably or dangerously once deployed,MIT AI Risk Repository evidence row 61.02.18,19,A_PEER_REVIEWED,0.758074,0.740007,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_ACCESS_CONTROLLED,2026-09-01T09:10:43.817023+00:00
A_SYS_DECEPT_008,A_SYS_DECEPT,지속적 기만 수행에 의한 이용자 판단 왜곡,User judgement distortion through sustained model deception,62.23.04,Agency (Deception)  ,Deceptive behavior leading to unauthorized actions,Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis et al.,2024,Research Paper (Preprint),https://doi.org/10.48550/arXiv.2410.23472,https://arxiv.org/abs/2410.23472,"This harms both the user and the provider, as the provider is exposed to increased legal liability due to the model’s actions.",MIT AI Risk Repository evidence row 62.23.04,22,B_IDENTIFIED_RESEARCH_PAPER,0.765755,0.721952,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
A_SYS_DECEPT_009,A_SYS_DECEPT,자기이익을 위한 거버넌스 규칙 조작·은폐,Self-interested manipulation and concealment of governance rules,33.03.02,Regulations and policy challenges,Governance,"Generative AI and ChatGPT: Applications, Challenges, and AI-Human Collaboration",Nah et al.,2023,Journal Article,10.1108/IJOES-05-2023-0107,https://doi.org/10.1080/15228053.2023.2233814,"For the same reasons, lawmakers are not able to design specific rules and duties for programmers (Kroll, 2015).",MIT AI Risk Repository evidence row 33.03.02,18,A_PEER_REVIEWED,0.70753,0.670987,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_ACCESS_CONTROLLED,2026-09-01T09:10:43.817023+00:00
A_SYS_GOAL_003,A_SYS_GOAL,에이전트 과업 이탈,Agent task drift,59.24.00,Concept drift,,AI Hazard Management: A Framework for the Systematic Management of Root Causes for AI Risks,Schnitzer et al.,2024,Journal Article,https://doi.org/10.48550/arXiv.2310.16727,https://doi.org/10.1007/978-981-99-9836-4_27,"If not treated appropriately, concept drift can reduce the reliability of AI systems.",MIT AI Risk Repository evidence row 59.24.00,13,A_PEER_REVIEWED,0.747884,0.695613,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
A_SYS_GOAL_005,A_SYS_GOAL,재귀적 자기 개선에 의한 창발적 독립성,Emergent independence via recursive self-improvement,40.07.00,Independently - Pre-Deployment,,Taxonomy of Pathways to Dangerous Artificial Intelligence,Yampolskiy,2016,Journal Article,10.48550/arXiv.1511.03246,https://doi.org/10.48550/arXiv.1511.03246,"… properties, which may make it less likely to abide by any built-in rules or regulations and to instead pursue its own goals possibly to …",MIT AI Risk Repository evidence row 40.07.00,24,A_PEER_REVIEWED,0.817159,0.813568,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
A_SYS_GOAL_006,A_SYS_GOAL,영향력 확보를 위한 환경 자기모델링,Environmental self-modelling for influence,47.02.11,Ethical and social risks ,"Influence, overreliance and dependence (influence and manipulation) ",Regulating under Uncertainty: Governance Options for Generative AI,G'sell,2024,Report,10.2139/ssrn.4918704,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4918704,"… of generative AI tools to “hallucinate” or produce harmful content, such tools can exert a noteworthy influence on the humans who engage with them.",MIT AI Risk Repository evidence row 47.02.11,24,B_IDENTIFIED_RESEARCH_PAPER,0.722982,0.692528,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_ACCESS_CONTROLLED,2026-09-01T09:10:43.817023+00:00
A_SYS_GOAL_007,A_SYS_GOAL,고도 AI 시스템에 의한 실존적·재앙적 위험,Existential and catastrophic risk from advanced AI systems,12.06.00,Long-term & Existential Risk,,AI Risk Profiles: A Standards Proposal for Pre-Deployment AI Risk Disclosures,Sherman & Eisenberg,2023,Journal Article,10.1609/aaai.v38i21.30348,https://doi.org/10.1609/aaai.v38i21.30348,"The speculative potential for future advanced AI systems to harm human civilization, either through misuse or due to challenges in aligning AI objectives with …",MIT AI Risk Repository evidence row 12.06.00,24,A_PEER_REVIEWED,0.817082,0.77623,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
A_SYS_GOAL_009,A_SYS_GOAL,목표 범위 확장 성향,Goal expansion propensity,72.06.03,Model Propensities,Goal expansion propensity,Frontier AI Risk Management Framework (v1.0),SAIL & Concordia AI,2025,Report,-,https://concordia-ai.com/wp-content/uploads/2025/07/Frontier-AI-Risk-Management-Framework-v1.0-en.pdf,"… originally set boundaries, proactively work towards spreading its values, seeking greater autonomy and decision-making space, reinterpreting initial goals as subsets of broader goals, and …",MIT AI Risk Repository evidence row 72.06.03,24,B_IDENTIFIED_RESEARCH_PAPER,0.868766,0.881889,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
A_SYS_GOAL_010,A_SYS_GOAL,자기 수정 과정의 목표 정렬 실패,Goal misalignment during agent self-modification,56.16.00,Misalignment ,,Future Risks of Frontier AI,Government Office for Science,2023,Report,,https://assets.publishing.service.gov.uk/media/653bc393d10f3500139a6ac5/future-risks-of-frontier-ai-annex-a.pdf,"… able to achieve goals in the physical world without human oversight, pursues the goal(s) it is set in a way that harms human interests.",MIT AI Risk Repository evidence row 56.16.00,24,A_OFFICIAL_REPORT,0.804031,0.764646,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
A_SYS_GOAL_011,A_SYS_GOAL,에이전트형 LLM의 자율성 확대에 따른 목표 정렬 실패,Goal misalignment from increased autonomy in agentic LLMs,56.16.00,Misalignment ,,Future Risks of Frontier AI,Government Office for Science,2023,Report,,https://assets.publishing.service.gov.uk/media/653bc393d10f3500139a6ac5/future-risks-of-frontier-ai-annex-a.pdf,"… self-improving system, able to achieve goals in the physical world without human oversight, pursues the goal(s) it is set in a way that harms …",MIT AI Risk Repository evidence row 56.16.00,24,A_OFFICIAL_REPORT,0.793739,0.775452,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
A_SYS_GOAL_012,A_SYS_GOAL,목표 지향성에 따른 유해한 도구적 목표와 권력 추구,Harmful instrumental goals and power-seeking from goal-directedness,56.16.00,Misalignment ,,Future Risks of Frontier AI,Government Office for Science,2023,Report,,https://assets.publishing.service.gov.uk/media/653bc393d10f3500139a6ac5/future-risks-of-frontier-ai-annex-a.pdf,"… able to achieve goals in the physical world without human oversight, pursues the goal(s) it is set in a way that harms human interests.",MIT AI Risk Repository evidence row 56.16.00,24,A_OFFICIAL_REPORT,0.743394,0.706593,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
A_SYS_GOAL_013,A_SYS_GOAL,확장 가능한 감독 실패에 따른 대리 지표 기반 유해 행동,Harmful proxy-driven behaviour from scalable oversight failure,62.16.07,Model Evaluations,General Evaluations (AI outputs for which evaluation is too difficult for humans),Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis et al.,2024,Research Paper (Preprint),https://doi.org/10.48550/arXiv.2410.23472,https://arxiv.org/abs/2410.23472,The human evaluator can rate incorrect outputs positively or similar to correct outputs.,MIT AI Risk Repository evidence row 62.16.07,13,B_IDENTIFIED_RESEARCH_PAPER,0.623841,0.605419,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
A_SYS_GOAL_014,A_SYS_GOAL,메사 최적화기의 내부 목표 불일치,Mesa-objective misalignment,56.16.00,Misalignment ,,Future Risks of Frontier AI,Government Office for Science,2023,Report,,https://assets.publishing.service.gov.uk/media/653bc393d10f3500139a6ac5/future-risks-of-frontier-ai-annex-a.pdf,"… system, able to achieve goals in the physical world without human oversight, pursues the goal(s) it is set in a way that harms human …",MIT AI Risk Repository evidence row 56.16.00,24,A_OFFICIAL_REPORT,0.780107,0.7397,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
A_SYS_GOAL_016,A_SYS_GOAL,자연어 목표의 과소 지정에 따른 부정적 부수효과,Negative side effects from goal underspecification in natural language,62.22.01,Agency (Goal-Directedness) ,Specification gaming,Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis et al.,2024,Research Paper (Preprint),https://doi.org/10.48550/arXiv.2410.23472,https://arxiv.org/abs/2410.23472,AI systems can achieve user-specified tasks in undesirable ways unless they are specified carefully and in enough detail.,MIT AI Risk Repository evidence row 62.22.01,18,B_IDENTIFIED_RESEARCH_PAPER,0.734411,0.696889,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
A_SYS_GOAL_017,A_SYS_GOAL,대리 보상 오명세·명세 게이밍 및 보상 변조,"Proxy-reward misspecification, specification gaming, and reward tampering",62.22.03,Agency (Goal-Directedness) ,Specification gaming generalizing to reward tampering,Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis et al.,2024,Research Paper (Preprint),https://doi.org/10.48550/arXiv.2410.23472,https://arxiv.org/abs/2410.23472,"… specification gaming (such as sycophancy in LLMs) can, if left unchecked, enable the model to generalize to more sophisticated behavior such as reward tampering …",MIT AI Risk Repository evidence row 62.22.03,24,B_IDENTIFIED_RESEARCH_PAPER,0.773091,0.760641,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
A_SYS_GOAL_018,A_SYS_GOAL,안전 강화학습 제약 위반,Safe reinforcement learning constraint violation,62.22.02,Agency (Goal-Directedness) ,Reward or measurement tampering,Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis et al.,2024,Research Paper (Preprint),https://doi.org/10.48550/arXiv.2410.23472,https://arxiv.org/abs/2410.23472,"… learns from feedback for performing actions in an environment (e.g., rein- forcement learning), intervenes on the mechanisms that determine its training reward or loss.",MIT AI Risk Repository evidence row 62.22.02,24,B_IDENTIFIED_RESEARCH_PAPER,0.720248,0.666483,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
A_SYS_GOAL_019,A_SYS_GOAL,에이전트 집단 수준의 의도치 않은 창발적 목표·역량,Unintended emergent goals and capabilities at the agent-collective level,63.09.02,Emergent Agency ,Emergent Goals,Multi-Agent Risks from Advanced AI,Hammond et al.,2025,Research Paper (Preprint),https://doi.org/10.48550/arXiv.2502.14143,https://arxiv.org/abs/2502.14143,"… when it is useful (i.e., predictive) to do so.51 While it might not be helpful to describe individual narrow AI tools as having goals …",MIT AI Risk Repository evidence row 63.09.02,24,B_IDENTIFIED_RESEARCH_PAPER,0.759729,0.740248,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
A_SYS_GOAL_020,A_SYS_GOAL,의도하지 않은 유해 도구 행동 실행,Unintended harmful tool-action execution,72.01.03,Misuse Risks ,Physical Harm and Injury Risks,Frontier AI Risk Management Framework (v1.0),SAIL & Concordia AI,2025,Report,-,https://concordia-ai.com/wp-content/uploads/2025/07/Frontier-AI-Risk-Management-Framework-v1.0-en.pdf,"The risk lies in embodied models' capacity for autonomous action and real-world interaction, and when these capabilities are maliciously exploited they may trigger a …",MIT AI Risk Repository evidence row 72.01.03,24,B_IDENTIFIED_RESEARCH_PAPER,0.733197,0.694009,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
