Source_Domain,Source_Row_Number,L4_ID_Before,L4_Title_ko_Before,L3_ID_Before,Human_Review_Comment,Decision,Decision_Rationale,Changed_Fields,Destination_Domain,L4_ID_After,L4_Title_ko_After,L3_ID_After
General,82,G_INT_REL_005,대화 에이전트에 대한 심리적 의존성,G_INT_REL,,UNCHANGED,No second-round change request.,,General,G_INT_REL_005,대화 에이전트에 대한 심리적 의존성,G_INT_REL
General,83,G_INT_REPR_001,집단별 성능 격차·고정관념 인코딩,G_INT_REPR,(jay) [재검토] 피해가 무엇인지 표기되지 않아 불분명함. Representational harm 또는 Allocative Discrimination,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED,피해 또는 L3 경계가 불명확하므로 새 피해를 창작하지 않고 G_Others/HD에서 인간 결정을 대기한다.,L1/L2/L3 hierarchy; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_Others_149,집단별 성능 격차·고정관념 인코딩,G_Others
General,84,G_INT_REPR_002,자기 식별 기회의 박탈,G_INT_REPR,,UNCHANGED,No second-round change request.,L4_ID,General,G_INT_REPR_001,자기 식별 기회의 박탈,G_INT_REPR
General,85,G_INT_REPR_003,사회 집단에 대한 모델의 차별적 결정과 산출,G_INT_REPR,(jay) [재검토] 피해가 무엇인지 표기되지 않아 불분명함. Representational harm 또는 Allocative Discrimination,EXPERT_SPLIT_APPLIED,표현상 피해와 물질적 배분 결과를 분리한다.,Output cardinality; L1/L2/L3 hierarchy; L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; facet; act-type; Mapping_Method; HD_Reason; Source_L4_IDs; Mapping evidence; L4_ID,General,G_INT_ALLOC_006 | G_INT_REPR_024,보호집단에 대한 불리한 자원 배분 | 보호집단 고정관념의 재생산,G_INT_ALLOC | G_INT_REPR
General,86,G_INT_REPR_004,혐오발언 생성,G_INT_REPR,,UNCHANGED,No second-round change request.,L4_ID,General,G_INT_REPR_002,혐오발언 생성,G_INT_REPR
General,87,G_INT_REPR_005,학습 데이터에 내재된 역사적·인구학적 편향,G_INT_REPR,,UNCHANGED,No second-round change request.,L4_ID,General,G_INT_REPR_003,학습 데이터에 내재된 역사적·인구학적 편향,G_INT_REPR
General,88,G_INT_REPR_006,연령 기반 적대·차별적 표상,G_INT_REPR,,UNCHANGED,No second-round change request.,L4_ID,General,G_INT_REPR_004,연령 기반 적대·차별적 표상,G_INT_REPR
General,89,G_INT_REPR_007,장애 기반 적대·차별적 표상,G_INT_REPR,,UNCHANGED,No second-round change request.,L4_ID,General,G_INT_REPR_005,장애 기반 적대·차별적 표상,G_INT_REPR
General,90,G_INT_REPR_008,학력 기반 적대·차별적 표상,G_INT_REPR,,UNCHANGED,No second-round change request.,L4_ID,General,G_INT_REPR_006,학력 기반 적대·차별적 표상,G_INT_REPR
General,91,G_INT_REPR_009,가족 상태 및 가정 형태 기반 적대·차별적 표상,G_INT_REPR,,UNCHANGED,No second-round change request.,L4_ID,General,G_INT_REPR_007,가족 상태 및 가정 형태 기반 적대·차별적 표상,G_INT_REPR
General,92,G_INT_REPR_010,성별 기반 적대·차별적 표상,G_INT_REPR,,USER_DIRECTED_MERGE_ABSORBED,"User directed G_INT_REPR_008 to be absorbed into G_INT_REPR_009; the representative retains all protected characteristics, representational-harm mechanisms, and protected interests from both cards in the tone of the immutable G_INT_REPR master.",L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_INT_REPR_008,성별·성정체성·성적 지향 기반 적대·차별적 표상,G_INT_REPR
General,93,G_INT_REPR_011,성정체성·성적지향 기반 적대·차별적 표상,G_INT_REPR,,USER_DIRECTED_MERGE_REPRESENTATIVE,"User directed G_INT_REPR_008 to be absorbed into G_INT_REPR_009; the representative retains all protected characteristics, representational-harm mechanisms, and protected interests from both cards in the tone of the immutable G_INT_REPR master.",L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_INT_REPR_008,성별·성정체성·성적 지향 기반 적대·차별적 표상,G_INT_REPR
General,94,G_INT_REPR_012,건강 상태 기반 적대·차별적 표상,G_INT_REPR,,UNCHANGED,No second-round change request.,L4_ID,General,G_INT_REPR_009,건강 상태 기반 적대·차별적 표상,G_INT_REPR
General,95,G_INT_REPR_013,국적·출신국 기반 적대·차별적 표상,G_INT_REPR,,USER_DIRECTED_MERGE_ABSORBED,"User directed G_INT_REPR_011 to be absorbed into G_INT_REPR_015; the representative retains nationality, country-of-origin, and place-of-origin meanings and the immutable G_INT_REPR harm vocabulary.",L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_INT_REPR_010,국적·출신국·출신지역 기반 적대·차별적 표상,G_INT_REPR
General,96,G_INT_REPR_014,직업 기반 적대·차별적 표상,G_INT_REPR,,UNCHANGED,No second-round change request.,L4_ID,General,G_INT_REPR_011,직업 기반 적대·차별적 표상,G_INT_REPR
General,97,G_INT_REPR_015,정치적 성향 기반 적대·차별적 표상,G_INT_REPR,,UNCHANGED,No second-round change request.,L4_ID,General,G_INT_REPR_012,정치적 성향 기반 적대·차별적 표상,G_INT_REPR
General,98,G_INT_REPR_016,인종·민족 기반 적대·차별적 표상,G_INT_REPR,,UNCHANGED,No second-round change request.,L4_ID,General,G_INT_REPR_013,인종·민족 기반 적대·차별적 표상,G_INT_REPR
General,99,G_INT_REPR_017,지역·출신지역 기반 적대·차별적 표상,G_INT_REPR,,USER_DIRECTED_MERGE_REPRESENTATIVE,"User directed G_INT_REPR_011 to be absorbed into G_INT_REPR_015; the representative retains nationality, country-of-origin, and place-of-origin meanings and the immutable G_INT_REPR harm vocabulary.",L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_INT_REPR_010,국적·출신국·출신지역 기반 적대·차별적 표상,G_INT_REPR
General,100,G_INT_REPR_018,종교 기반 적대·차별적 표상,G_INT_REPR,,UNCHANGED,No second-round change request.,L4_ID,General,G_INT_REPR_014,종교 기반 적대·차별적 표상,G_INT_REPR
General,101,G_INT_REPR_019,사회경제적 지위 기반 적대·차별적 표상,G_INT_REPR,,UNCHANGED,No second-round change request.,L4_ID,General,G_INT_REPR_015,사회경제적 지위 기반 적대·차별적 표상,G_INT_REPR
General,102,G_INT_REPR_020,데이터와 산출물에서의 집단 재현 불균형,G_INT_REPR,,UNCHANGED,No second-round change request.,L4_ID,General,G_INT_REPR_016,데이터와 산출물에서의 집단 재현 불균형,G_INT_REPR
General,103,G_INT_REPR_021,완화 조치 이후에도 존속하는 고정관념 편향,G_INT_REPR,,UNCHANGED,No second-round change request.,L4_ID,General,G_INT_REPR_017,완화 조치 이후에도 존속하는 고정관념 편향,G_INT_REPR
General,104,G_INT_REPR_022,사회집단의 재현적 피해·고정관념 및 비가시화,G_INT_REPR,,UNCHANGED,No second-round change request.,L4_ID,General,G_INT_REPR_018,사회집단의 재현적 피해·고정관념 및 비가시화,G_INT_REPR
General,105,G_INT_REPR_023,인간 데이터 학습에 의한 갈등 악화 편향 재현,G_INT_REPR,(jay) [이관] Unethical Conduct and Manipulation,L3_REASSIGN_APPLIED,Explicit human-review transfer to G_INT_UNETH.,L1/L2/L3 hierarchy; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_INT_UNETH_001,인간 데이터 학습에 의한 갈등 악화 편향 재현,G_INT_UNETH
General,106,G_INT_REPR_024,사회적 고정관념 재생산과 그에 따른 차별적 대우,G_INT_REPR,,UNCHANGED,No second-round change request.,L4_ID,General,G_INT_REPR_019,사회적 고정관념 재생산과 그에 따른 차별적 대우,G_INT_REPR
General,107,G_INT_REPR_025,고정관념 강화 페르소나 설계,G_INT_REPR,,UNCHANGED,No second-round change request.,L4_ID,General,G_INT_REPR_020,고정관념 강화 페르소나 설계,G_INT_REPR
General,108,G_INT_REPR_026,합성 데이터의 문화 고정관념 증폭,G_INT_REPR,,UNCHANGED,No second-round change request.,L4_ID,General,G_INT_REPR_021,합성 데이터의 문화 고정관념 증폭,G_INT_REPR
General,109,G_INT_SELF_001,자해 은폐 및 회피 전략,G_INT_SELF,,UNCHANGED,No second-round change request.,,General,G_INT_SELF_001,자해 은폐 및 회피 전략,G_INT_SELF
General,110,G_INT_SELF_002,이용자의 정신·신체 건강을 위협하는 콘텐츠,G_INT_SELF,,UNCHANGED,No second-round change request.,,General,G_INT_SELF_002,이용자의 정신·신체 건강을 위협하는 콘텐츠,G_INT_SELF
General,111,G_INT_SELF_003,섭식장애 및 자기파괴적 건강행위,G_INT_SELF,,UNCHANGED,No second-round change request.,,General,G_INT_SELF_003,섭식장애 및 자기파괴적 건강행위,G_INT_SELF
General,112,G_INT_SELF_004,자해 및 자살의 미화·정당화,G_INT_SELF,,UNCHANGED,No second-round change request.,,General,G_INT_SELF_004,자해 및 자살의 미화·정당화,G_INT_SELF
General,113,G_INT_SELF_005,비자살성 자해(NSSI),G_INT_SELF,,UNCHANGED,No second-round change request.,,General,G_INT_SELF_005,비자살성 자해(NSSI),G_INT_SELF
General,114,G_INT_SELF_006,자해·자살 조장 온라인 커뮤니티,G_INT_SELF,,UNCHANGED,No second-round change request.,,General,G_INT_SELF_006,자해·자살 조장 온라인 커뮤니티,G_INT_SELF
General,115,G_INT_SELF_007,자살 준비행위,G_INT_SELF,,USER_DIRECTED_MERGE_ABSORBED,"User approved merge proposal 5; the general preparatory-act card is absorbed into the specific assistance card, while the separately reviewed suicide-execution assistance card remains independent.",L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence,General,G_INT_SELF_007,자살 준비 행위의 조장 및 구체적 지원,G_INT_SELF
General,116,G_INT_SELF_008,챗봇을 통한 자해 격려,G_INT_SELF,,UNCHANGED,No second-round change request.,,General,G_INT_SELF_008,챗봇을 통한 자해 격려,G_INT_SELF
General,117,G_INT_SELF_009,자해 조장 및 지원,G_INT_SELF,,UNCHANGED,No second-round change request.,,General,G_INT_SELF_009,자해 조장 및 지원,G_INT_SELF
General,118,G_INT_SELF_010,자살 행동 및 자살 지원,G_INT_SELF,"yj_""자살 준비행위""와 L4구분 필요",USER_DIRECTED_MERGE_REPRESENTATIVE,"User approved merge proposal 5; the general preparatory-act card is absorbed into the specific assistance card, while the separately reviewed suicide-execution assistance card remains independent.",Output cardinality; L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_INT_SELF_007 | G_INT_SELF_010,자살 준비 행위의 조장 및 구체적 지원 | 자살 실행에 대한 구체적 지원,G_INT_SELF
General,119,G_INT_SEX_001,외설·비하·학대 이미지 생성 및 접근 용이화,G_INT_SEX,,UNCHANGED,No second-round change request.,,General,G_INT_SEX_001,외설·비하·학대 이미지 생성 및 접근 용이화,G_INT_SEX
General,120,G_INT_SEX_002,허용되지 않는 맥락의 노골적 성적 콘텐츠 생성,G_INT_SEX,,UNCHANGED,No second-round change request.,,General,G_INT_SEX_002,허용되지 않는 맥락의 노골적 성적 콘텐츠 생성,G_INT_SEX
General,121,G_INT_SEX_003,비동의 성행위 및 성폭력,G_INT_SEX,,UNCHANGED,No second-round change request.,,General,G_INT_SEX_003,비동의 성행위 및 성폭력,G_INT_SEX
General,122,G_INT_SEX_004,비합의 성적 대상화 및 성적 이미지 생성,G_INT_SEX,,UNCHANGED,No second-round change request.,,General,G_INT_SEX_004,비합의 성적 대상화 및 성적 이미지 생성,G_INT_SEX
General,123,G_INT_SEX_005,성적 콘텐츠 제작·유포 및 디지털 성범죄,G_INT_SEX,,UNCHANGED,No second-round change request.,,General,G_INT_SEX_005,성적 콘텐츠 제작·유포 및 디지털 성범죄,G_INT_SEX
General,124,G_INT_SEX_006,성착취 및 상업적 성행위,G_INT_SEX,,UNCHANGED,No second-round change request.,,General,G_INT_SEX_006,성착취 및 상업적 성행위,G_INT_SEX
General,125,G_INT_SEX_007,성희롱 및 성적 괴롭힘,G_INT_SEX,,UNCHANGED,No second-round change request.,,General,G_INT_SEX_007,성희롱 및 성적 괴롭힘,G_INT_SEX
General,126,G_INT_SEX_008,AI를 이용한 미성년자 성적 위해·착취,G_INT_SEX,,UNCHANGED,No second-round change request.,,General,G_INT_SEX_008,AI를 이용한 미성년자 성적 위해·착취,G_INT_SEX
General,127,G_INT_SEX_009,성적 대상화 및 페티시화,G_INT_SEX,,UNCHANGED,No second-round change request.,,General,G_INT_SEX_009,성적 대상화 및 페티시화,G_INT_SEX
General,128,G_INT_UNETH_001,돌봄 맥락 취약계층에 대한 AI 조작,G_INT_UNETH,,UNCHANGED,No second-round change request.,L4_ID,General,G_INT_UNETH_002,돌봄 맥락 취약계층에 대한 AI 조작,G_INT_UNETH
General,129,G_INT_UNETH_002,도덕적 프레이밍을 통한 AI 조작,G_INT_UNETH,,UNCHANGED,No second-round change request.,L4_ID,General,G_INT_UNETH_003,도덕적 프레이밍을 통한 AI 조작,G_INT_UNETH
General,130,G_INT_UNETH_003,LLM 남용에 의한 학업 부정행위,G_INT_UNETH,,UNCHANGED,No second-round change request.,L4_ID,General,G_INT_UNETH_004,LLM 남용에 의한 학업 부정행위,G_INT_UNETH
General,131,G_INT_UNETH_004,집단적으로 유해한 행동,G_INT_UNETH,(jay) [이관] Coordination Failure,L3_REASSIGN_APPLIED,Explicit human-review transfer to A_INT_COORD.,L1/L2/L3 hierarchy; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,Agentic,A_INT_COORD_001,집단적으로 유해한 행동,A_INT_COORD
General,132,G_INT_UNETH_005,은밀한 행동 조작,G_INT_UNETH,,UNCHANGED,No second-round change request.,,General,G_INT_UNETH_005,은밀한 행동 조작,G_INT_UNETH
General,133,G_INT_UNETH_006,다크 패턴 대화 에이전트,G_INT_UNETH,,UNCHANGED,No second-round change request.,,General,G_INT_UNETH_006,다크 패턴 대화 에이전트,G_INT_UNETH
General,134,G_INT_UNETH_007,비인간화와 객관화,G_INT_UNETH,(jay) [이관] Representational Harm and Stereotyping,L3_REASSIGN_APPLIED,Explicit human-review transfer to G_INT_REPR.,L1/L2/L3 hierarchy; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_INT_REPR_022,비인간화와 객관화,G_INT_REPR
General,135,G_INT_UNETH_008,비윤리적 행위 옹호에 의한 유해 행동 유도,G_INT_UNETH,,UNCHANGED,No second-round change request.,L4_ID,General,G_INT_UNETH_007,비윤리적 행위 옹호에 의한 유해 행동 유도,G_INT_UNETH
General,136,G_INT_UNETH_009,무해한 중간 단계를 이용한 유해 목적 지원,G_INT_UNETH,,UNCHANGED,No second-round change request.,L4_ID,General,G_INT_UNETH_008,무해한 중간 단계를 이용한 유해 목적 지원,G_INT_UNETH
General,137,G_INT_UNETH_010,합법·사회용인적 의도적 동물 가해,G_INT_UNETH,,UNCHANGED,No second-round change request.,L4_ID,General,G_INT_UNETH_009,합법·사회용인적 의도적 동물 가해,G_INT_UNETH
General,138,G_INT_UNETH_011,직장 내 부적응적 인간-AI 상호작용,G_INT_UNETH,,UNCHANGED,No second-round change request.,L4_ID,General,G_INT_UNETH_010,직장 내 부적응적 인간-AI 상호작용,G_INT_UNETH
General,139,G_INT_UNETH_012,정서적 의존을 이용한 조작과 강요,G_INT_UNETH,,UNCHANGED,No second-round change request.,L4_ID,General,G_INT_UNETH_011,정서적 의존을 이용한 조작과 강요,G_INT_UNETH
General,140,G_INT_UNETH_013,개인화를 통한 조작,G_INT_UNETH,,UNCHANGED,No second-round change request.,L4_ID,General,G_INT_UNETH_012,개인화를 통한 조작,G_INT_UNETH
General,141,G_INT_UNETH_014,광범위한 목표로 인한 조작 행동,G_INT_UNETH,,UNCHANGED,No second-round change request.,L4_ID,General,G_INT_UNETH_013,광범위한 목표로 인한 조작 행동,G_INT_UNETH
General,142,G_INT_UNETH_015,사용자 선호·선택의 조작적 유도,G_INT_UNETH,,UNCHANGED,No second-round change request.,L4_ID,General,G_INT_UNETH_014,사용자 선호·선택의 조작적 유도,G_INT_UNETH
General,143,G_INT_UNETH_016,도덕적 탈숙련화,G_INT_UNETH,(jay) [이관] Cultural and Epistemic Erosion,L3_REASSIGN_APPLIED,Explicit human-review transfer to G_SOC_CULT.,L1/L2/L3 hierarchy; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_SOC_CULT_001,도덕적 탈숙련화,G_SOC_CULT
General,144,G_INT_UNETH_017,비전문가 데이터 조작,G_INT_UNETH,(jay) [이관] Performance and Reliability Failure,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED,Performance and Reliability Failure가 L3 master에 없으므로 원래 명칭·정의를 보존해 G_Others/HD로 이동한다.,L1/L2/L3 hierarchy; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_Others_150,비전문가 데이터 조작,G_Others
General,145,G_INT_UNETH_018,심리적 조작·비인간화·대규모 착취,G_INT_UNETH,(jay) [분할] 복합적. Unethical Conduct and Manipulation + Representational Harm and Stereotyping 혼재되어 해당 L4를 분해 필요,EXPERT_SPLIT_APPLIED,행동 조작과 표현적 존엄 훼손은 다른 상호작용 피해다.,Output cardinality; L1/L2/L3 hierarchy; L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; act-type; Mapping_Method; HD_Reason; Source_L4_IDs; Mapping evidence; L4_ID,General,G_INT_REPR_024 | G_INT_UNETH_019,보호집단 고정관념의 재생산 | 취약성을 이용한 행동 조작,G_INT_REPR | G_INT_UNETH
General,146,G_INT_UNETH_019,마음이론(Theory of Mind) 능력,G_INT_UNETH,(jay) [재검토] 명확한 피해 사례가 없어 판단 불가,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED,피해 또는 L3 경계가 불명확하므로 새 피해를 창작하지 않고 G_Others/HD에서 인간 결정을 대기한다.,L1/L2/L3 hierarchy; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_Others_151,마음이론(Theory of Mind) 능력,G_Others
General,147,G_INT_UNETH_020,동일 사안 불평등 처우,G_INT_UNETH,(jay) [이관] Allocative Discrimination,L3_REASSIGN_APPLIED,Explicit human-review transfer to G_INT_ALLOC.,L1/L2/L3 hierarchy; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_INT_ALLOC_004,동일 사안 불평등 처우,G_INT_ALLOC
General,148,G_INT_UNETH_021,도덕적 판단의 기계 위임에 따른 비윤리적 결정,G_INT_UNETH,,UNCHANGED,No second-round change request.,L4_ID,General,G_INT_UNETH_015,도덕적 판단의 기계 위임에 따른 비윤리적 결정,G_INT_UNETH
