source_l4_id,facet,act_type,title_ko,title_en,description_ko,description_en,original_description_ko,original_description_en,human_edit_ko_used,human_edit_en_used,human_audit_description,human_audit_l3_mapping,human_audit_duplicate,instruction_prompt,coverage_change,source_domain,source_row_id,source_l4_ids,transformation_action,transformation_rationale,terminology_sources,l3_candidate_hint,target_domain,domain_route_basis,definition_l3_anchor_id,definition_l3_anchor_score,definition_grounding_action
RAI4-1006,F03,AD,가중되는 노동 부담,Increased labor burden,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 특정 사회 집단의 구성원이 시스템이나 제품을 다른 사람들만큼 잘 작동시키기 위해 더 많은 시간과 노력을 들여야하는 리스크.,"The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which members of certain social groups bear increased burden or effort, such as time spent, to make systems or products work as well for them as for others.",특정 사회 집단의 구성원이 시스템이나 제품을 다른 사람들만큼 잘 작동시키기 위해 더 많은 시간과 노력을 들여야하는 리스크.,"The risk that members of certain social groups bear increased burden or effort, such as time spent, to make systems or products work as well for them as for others.",False,False,Labor Displacement (노동 대체),,,,,General,SRC-G-0024,RAI4-1006,REWRITE_KEEP|PEER_REVIEW|L3_AI_GROUNDING,"Bilingual definition grounded in an explicit AI technology, causal mechanism, and immutable L3 scope",L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT|L3_MASTER,,General,SOURCE_DOMAIN,G_SYS_OEXT,0.688663,L3_MASTER_AI_REWRITE
RAI4-0635,,,합성 콘텐츠의 진위 식별 실패와 지속적 피해,Failure to distinguish synthetic content and persistent harm,"AI가 사실적으로 보이는 딥 페이크·합성 콘텐츠를 생성하여 수신자가 진본과 구별하기 어렵게 만들고, 허위임이 밝혀진 뒤에도 대상에 대한 사회적·평판적 피해와 정보 신뢰 저하가 지속되는 리스크.","The risk that AI generates realistic deepfakes or other synthetic content that recipients cannot reliably distinguish from authentic material, causing informational, social, or reputational harm that can persist even after the content is debunked.",생성 정확성의 한계로 딥페이크 등 사실적으 로 보이지만 전적으로 조작된 콘텐츠가 산출 되어 수신자가 진본과 구별할 수 없게되는 리스크,"Limits in generative accuracy produce convincingly realistic but fabricated content, including deepfakes, that recipients cannot distinguish from authentic material.",False,False,,,,"RAI4-0635(모델 생성 정확도 한계), RAI4-1206(믿을 수 있는 딥페이크), RAI4-0792는 중복성이 높음. 이 3개의 리스크 카드를 하나로 통합할 것. 단, 3개의 리스크 카드의 의미가 누락되지 않도록 description을 보강할 것 || RAI4-0635(모델 생성 정확도 한계), RAI4-1206(믿을 수 있는 딥페이크), RAI4-0792는 중복성이 높음. 이 3개의 리스크 카드를 하나로 통합할 것. 단, 3개의 리스크 카드의 의미가 누락되지 않도록 description을 보강할 것 || RAI4-0635(모델 생성 정확도 한계), RAI4-1206(믿을 수 있는 딥페이크), RAI4-0792는 중복성이 높음. 이 3개의 리스크 카드를 하나로 통합할 것. 단, 3개의 리스크 카드의 의미가 누락되지 않도록 description을 보강할 것",,General,SRC-G-0025,RAI4-0635|RAI4-0792|RAI4-1206,MERGE_REPRESENTATIVE|REWRITE_KEEP|PEER_REVIEW,Peer-review spacing restoration,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,General,SOURCE_DOMAIN,G_SYS_MISINFO,0.753782,L3_MASTER_VALIDATED
RAI4-0808,,,사실과 다른 오도성 정보 생성,Generation of factually incorrect and misleading information,"AI 시스템이 생성 내용의 사실성을 확보하지 못해 비의도적으로, 또는 대상을 기만·오도할 목적으로 의도적으로, 사실과 다른 콘텐츠를 신뢰할 만한 정보처럼 제시하여 이용자의 판단을 왜곡하는 리스크.","The risk that an AI system presents factually incorrect content as reliable information, whether unintentionally by failing to ensure accuracy or intentionally to deceive and mislead, thereby distorting users' judgment.","모델이 생성 내용의 사실성을 확보할 능력이 없어 비의도적으로, 또는 대상을 기만하고 오 도하려는 목적에 그 능력이 동원되어 의도적 으로 사실과 다른 콘텐츠를 산출하는 리스크. 이용자는 신뢰할 만한 정보로 제시된 허위 진 술에 따라 판단하고, 해당 콘텐츠는 대규모로 유포되어 타인의 행동에 영향을 미친다.","The risk that a model produces factually incorrect content, whether unintentionally because it cannot ensure the accuracy of what it generates or deliberately when its capability is directed at deceiving and misleading a target. Users act on false statements presented as reliable, and the content can be propagated to influence the behaviour of others at scale.",True,True,,,,,,General,SRC-G-0028,RAI4-0808,REWRITE_KEEP|PEER_REVIEW,Peer-review spacing restoration,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,General,SOURCE_DOMAIN,G_SYS_MISINFO,0.854356,L3_MASTER_VALIDATED
RAI4-0810,,,성실성 오류,Faithfulness errors,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 생성 콘텐츠가 근거 자료나 입력 내용에 충실하지 않아, 유창하고 그럴듯해 보여도 원문 왜곡(충실성 오류)이 발생하는 리스크.","The risk that the design, training, deployment, or use of an AI system or AI algorithm creates a condition in which generated content is unfaithful to the source material or input it claims to represent, introducing faithfulness errors even when the output appears fluent and plausible.","생성 콘텐츠가 근거 자료나 입력 내용에 충실하지 않아, 유창하고 그럴듯해 보여도 원문 왜 곡(충실성 오류)이 발생하는 리스크","Generated content is unfaithful to the source material or input it claims to represent, introducing faithfulness errors even when the output appears fluent and plausible.",False,False,,,,,,General,SRC-G-0029,RAI4-0810,REWRITE_KEEP|PEER_REVIEW|L3_AI_GROUNDING,"Bilingual definition grounded in an explicit AI technology, causal mechanism, and immutable L3 scope",L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT|L3_MASTER,,General,SOURCE_DOMAIN,G_SYS_INCONS,0.733068,L3_MASTER_AI_REWRITE
RAI4-0832,,,알고리즘 시스템에 의한 정보 기반 피해,Information-based Harms from Algorithmic Systems,"생성 모델과 추천 시스템 등 알고리즘 시스템이 오 정보, 허위 정보, 악의적 정보에 관한 정보 기반 피해를 초래하는 리스크.","The risk that algorithmic systems, especially generative models and recommender systems, lead to information-based harms of misinformation, disinformation, and malinformation.","생성 모델과 추천 시스템 등 알고리즘 시스템 이 오정보, 허위정보, 악의적 정보에 관한 정보 기반 피해를 초래하는 리스크","The risk that algorithmic systems, especially generative models and recommender systems, lead to information-based harms of misinformation, disinformation, and malinformation.",False,False,,,,"영문 제목을 수정할 것. 수정 예시 Title: ""Information-based harms from algorithmic""",,General,SRC-G-0030,RAI4-0832,EDIT|REWRITE_KEEP|PEER_REVIEW,Peer-review spacing restoration,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,General,SOURCE_DOMAIN,G_SYS_MISINFO,0.773724,L3_MASTER_VALIDATED
RAI4-0844,,,허위·오도 정보 유포에 의한 기만과 양극화,Deception and polarisation from false information,"언어 모델이 오도성 있거나 허위인 정보를 예측·제시하여 이용자에게 잘못된 믿음을 심는 기만이 발생하고, 개인의 자율성이 위협되며 근거 없는 기존 견해에 대한 확신이 커져 양극화가 심화되는 리스크.","The risk that language models predict misleading or false information that misinforms or deceives people and instils false beliefs, threatening personal autonomy and increasing confidence in previously held unsubstantiated opinions, thereby increasing polarisation.","언어모델이 오도성 있거나 허위인 정보를 예 측·제시하여 이용자에게 잘못된 믿음을 심는 기만이 발생하고, 개인의 자율성이 위협되며 근거 없는 기존 견해에 대한 확신이 커져 양극 화가 심화되는 리스크","The risk that language models predict misleading or false information that misinforms or deceives people and instils false beliefs, threatening personal autonomy and increasing confidence in previously held unsubstantiated opinions, thereby increasing polarisation.",False,False,,,,,,General,SRC-G-0031,RAI4-0844,REWRITE_KEEP|PEER_REVIEW,Peer-review spacing restoration,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,General,SOURCE_DOMAIN,G_SYS_MISINFO,0.749565,L3_MASTER_VALIDATED
RAI4-1057,,,대규모 허위정보 생산·확산 장벽 저하,Lowered barriers to large-scale disinformation production and dissemination,"AI가 합성 미디어와 허위 뉴스를 저비용으로 대량 생산하고 사실·의견·허구의 구분을 어렵게하여, 허위 정보의 제작·맞춤화·확산 규모와 속도를 확대하는 리스크.","The risk that AI cheaply produces synthetic media and false news at scale, blurs distinctions among fact, opinion, and fiction, and thereby expands the speed, scale, and targeting of disinformation production and dissemination.",LM이 합성 미디어와 가짜 뉴스 제작에 사용 되어 대규모 허위정보 생산 비용을 낮추는 리스크.,"The risk that LMs are used to create synthetic media and fake news, reducing the cost of producing diffuse disinformation at scale.",False,False,,,,"중복된 2개의 리스크 카드를 하나로 통합할 것. 대상은 RAI4-1057(허위정보 생산 비용 절감), RAI-1376 (대규모 허위정보 생성·확산 장벽 저하). 단, 2개의 리스크에 기술되어 있는 의미를 누락없이 반영하고, 기존의 다른 리스크들과 중복되지 않도록 간명하게 기술할것",,General,SRC-G-0032,RAI4-1057|RAI4-1376,MERGE_REPRESENTATIVE|REWRITE_KEEP|PEER_REVIEW,Peer-review spacing restoration,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,General,SOURCE_DOMAIN,G_SYS_MISINFO,0.78257,L3_MASTER_VALIDATED
RAI4-1125,,,선거 제도와 절차에 관한 허위정보,False information about electoral systems and processes,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 응답이 투표 시간·장소·방식을 포함한 선거 제도와 절차에 대해 사실과 다르거나 오해를 부르는 정보를 담는 리스크. 유권자는 권리 행사를 방해 받거나 잘못된 안내에 따라 행동하게 되고 선거 과정에 대한 신뢰가 약화되는 리스크.,"The risk that the design, training, deployment, or use of an AI system or AI algorithm creates a condition in which responses contain factually incorrect or misleading information about electoral systems and processes, including the time, place, and manner of voting. Voters are obstructed or misled in exercising their rights and trust in the integrity of electoral processes is undermined.",응답이 투표 시간·장소·방식을 포함한 선거 제 도와 절차에 대해 사실과 다르거나 오해를 부 르는 정보를 담는 리스크. 유권자는 권리 행사 를 방해받거나 잘못된 안내에 따라 행동하게 되고 선거 과정에 대한 신뢰가 약화된다.,"The risk that responses contain factually incorrect or misleading information about electoral systems and processes, including the time, place, and manner of voting. Voters are obstructed or misled in exercising their rights and trust in the integrity of electoral processes is undermined.",False,False,,,,,,General,SRC-G-0033,RAI4-1125,REWRITE_KEEP|PEER_REVIEW|L3_AI_GROUNDING,"Bilingual definition grounded in an explicit AI technology, causal mechanism, and immutable L3 scope",L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT|L3_MASTER,,General,SOURCE_DOMAIN,G_SYS_MISINFO,0.777105,L3_MASTER_AI_REWRITE
RAI4-1630,,,데이터 오해석·유출에 의한 오결론과 민감정보 확산,Erroneous conclusions and sensitiveinformation disclosure from data misinterpretation and leakage,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 데이터가 오용·오 해석되거나 유출되어 잘못된 결론이 도출되고 환자 데이터·독점 연구 등 민감 정보가 의도치 않게 확산되며, 생성된 악성 의학 문헌이 지식 그래프를 오염시키는 리스크.","The risk that the design, training, deployment, or use of an AI system or AI algorithm creates a condition in which misuse, misinterpretation, or leakage of data yields erroneous conclusions and unintended dissemination of sensitive information such as private patient data or proprietary research, including poisoning of knowledge graphs by generated malicious medical literature.","데이터가 오용·오해석되거나 유출되어 잘못된 결론이 도출되고 환자 데이터·독점 연구 등 민감 정보가 의도치 않게 확산되며, 생성된 악 성 의학 문헌이 지식 그래프를 오염시키는 리스크.","The risk that misuse, misinterpretation, or leakage of data yields erroneous conclusions and unintended dissemination of sensitive information such as private patient data or proprietary research, including poisoning of knowledge graphs by generated malicious medical literature.",False,False,,,,,,General,SRC-G-0036,RAI4-1630,REWRITE_KEEP|PEER_REVIEW|L3_AI_GROUNDING,"Bilingual definition grounded in an explicit AI technology, causal mechanism, and immutable L3 scope",L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT|L3_MASTER,,General,SOURCE_DOMAIN,G_SYS_MISINFO,0.71856,L3_MASTER_AI_REWRITE
RAI4-0363,,,소수·복수 가치의 소거와 규범적 획일화,Erasure of minority and plural values through normative homogenization,"AI의 데이터 큐레이션, 평가, 정렬 또는 배포 과정에서 소수자와 과소 대표 집단의 가치가 지배적·다수자 규범으로 축소되거나 배제되어 가치의 다양성이 소거되는 리스크.","The risk that the design, training, deployment, or use of an AI system or AI algorithm creates a condition in which data curation, evaluation, alignment, or deployment reduces or excludes the values of minority and under-represented groups in favour of dominant or majority norms, erasing value pluralism.","소수자·주변화·과소대표 집단의 가치가 학습 데이터 구성, 평가, 정렬, 배포 결정 과정에서 체계적으로 소거되어 모델 행동이 지배적 가 치 분포만 반영하게되는 리스크","Values held by minority, marginalized, or underrepresented groups are systematically erased during training data curation, evaluation, alignment, or deployment decisions, so model behavior reflects only dominant value distributions.",False,False,,,1,"중복된 RAI4-0363과 RAI4-0474(복수 가치의 규범적 평면화)를 통합할 것. ""소수·복수 가치가 지배 규범""과 관련된 리스크들을 통합하여 하나의 리스크 카드로 생성할 것. 단, 리스크 카드에 기술된 내용이 누락되지 않도록할 것. || 중복: RAI4-0363(소수 가치 소거)와 주제 중복",,General,SRC-G-0037,RAI4-0363|RAI4-0474,MERGE_REPRESENTATIVE|REWRITE_KEEP|PEER_REVIEW|L3_AI_GROUNDING,"Bilingual definition grounded in an explicit AI technology, causal mechanism, and immutable L3 scope",L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT|L3_MASTER,,General,SOURCE_DOMAIN,G_INT_VALUE,0.802739,L3_MASTER_AI_REWRITE
