sim,dom,l3,id_a,ko_a,def_ko_a,id_b,ko_b,def_ko_b
0.289,General,G_INT_SEX,G_INT_SEX_001,외설·비하·학대 이미지 생성 및 접근 용이화,"AI 시스템이 외설적·굴욕적·학대적 성적 이미지, 아동 성착취물 또는 비동의 친밀 이미지를 생성·변형·유포하거나 이에 대한 접근을 용이하게 하여 피해자의 존엄성, 성적 자기결정권 및 안전을 침해하는 리스크.",G_INT_SEX_006,성착취 및 상업적 성행위,AI 시스템이 성착취 및 상업적 성행위 관련 콘텐츠·판단·행동을 생성·조장·정상화하거나 실행을 지원하여 성적 자기결정권과 신체·정신적 안전을 침해하는 리스크.
0.289,General,G_SOC_CULT,G_SOC_CULT_002,창의성·비판적 사고의 저하,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 인간의 창의성, 예술적 표현, 상상력, 비판적 사고와 문제 해결 능력이 평가 절하되거나 저하되는 리스크.",G_SOC_CULT_013,글쓰기 능력 저하와 학술 문헌 오염,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 LLM 사용이 문체의 획일화와 개인적 표현의 억압 등 글쓰기 능력을 저해하고, 저품질 생성 원고의 범람으로 학술적 진실성과 과학 문헌이 오염되는 리스크."
0.286,General,G_SYS_EVAL,G_SYS_EVAL_014,보증 사례 실패,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 안전 또는 보증 사례가 불완전하거나 검증 불가능하거나 시스템과 맥락 변화에 맞추어 갱신되지 않는 리스크.,G_SYS_EVAL_028,외부 평가 접근 실패,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 외부 평가자가 역량, 한계, 안전장치를 시험하기에 충분한 시스템 접근 권한을 확보하지 못하는 리스크."
0.286,General,G_SYS_EVAL,G_SYS_EVAL_022,공동체 가치 수렴·반영 실패,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 개발자가 배포 영향 공동체의 가치를 수집·문서화·보존하지 못하여 설계·평가 결정에 공동체 가치가 반영되지 않는 리스크.,G_SYS_EVAL_040,레드팀 거버넌스 실패,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 적대적 시험이 지나치게 제한적이거나 독립성이 부족하거나 문서화가 미흡하거나, 그 결과가 출시·위험 완화·경영진 보고·모니터링 등 주요 의사결정에 반영되지 않는 리스크."
0.286,General,G_INT_PRIV,G_INT_PRIV_005,개인정보 및 민감정보 노출,AI 시스템이 개인정보 및 민감정보 노출 관련 콘텐츠·판단·행동을 수행·조장·지원하여 프라이버시와 정보자기결정권을 침해하는 리스크.,G_INT_PRIV_020,재산 정보·개인정보·사적 사실의 부당한 노출,"AI 시스템이 대화·추론·출력 과정에서 재산 정보, 개인정보 또는 사적 사실을 정보주체의 동의, 정당한 권한 또는 그 밖의 적법한 근거 없이 노출하여 사생활의 비밀과 자유 및 개인정보자기결정권을 침해하는 리스크."
0.286,General,G_INT_SELF,G_INT_SELF_008,챗봇을 통한 자해·자살 조장,AI 챗봇이 자해 또는 자살을 긍정적·합리적·영웅적 행위로 묘사·옹호하거나 이용자의 자해·자살 사고와 행동을 강화·정상화하고 적절히 중단시키지 못하여 개인의 신체적·정신적 안녕을 위협하는 리스크.,G_INT_SELF_009,자해 조장 및 지원,"AI 시스템이 자해 또는 자살을 조장·정상화하거나 도구, 수단, 방법, 실행 절차 또는 행동 지향적 지원을 제공하여 이용자의 생명과 신체·정신적 안녕에 위해를 초래하는 리스크."
0.286,General,G_INT_SEX,G_INT_SEX_001,외설·비하·학대 이미지 생성 및 접근 용이화,"AI 시스템이 외설적·굴욕적·학대적 성적 이미지, 아동 성착취물 또는 비동의 친밀 이미지를 생성·변형·유포하거나 이에 대한 접근을 용이하게 하여 피해자의 존엄성, 성적 자기결정권 및 안전을 침해하는 리스크.",G_INT_SEX_003,비동의 성행위 및 성폭력,AI 시스템이 비동의적 성행위 및 성폭력 관련 콘텐츠·판단·행동을 생성·조장·정상화하거나 실행을 지원하여 성적 자기결정권과 신체·정신적 안전을 침해하는 리스크.
0.283,General,G_SYS_EVAL,G_SYS_EVAL_014,보증 사례 실패,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 안전 또는 보증 사례가 불완전하거나 검증 불가능하거나 시스템과 맥락 변화에 맞추어 갱신되지 않는 리스크.,G_SYS_EVAL_015,감사자 독립성 실패,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 이해 상충, 선정 유인, 피감사 조직에 대한 의존으로 감사 결과가 훼손되는 리스크."
0.283,General,G_SYS_EVAL,G_SYS_EVAL_014,보증 사례 실패,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 안전 또는 보증 사례가 불완전하거나 검증 불가능하거나 시스템과 맥락 변화에 맞추어 갱신되지 않는 리스크.,G_SYS_EVAL_021,변경 관리 실패,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 시스템 업데이트가 적절한 위험 검토, 회귀 시험, 이해관계자 통지 없이 배포되는 리스크."
0.283,General,G_INT_PRIV,G_INT_PRIV_005,개인정보 및 민감정보 노출,AI 시스템이 개인정보 및 민감정보 노출 관련 콘텐츠·판단·행동을 수행·조장·지원하여 프라이버시와 정보자기결정권을 침해하는 리스크.,G_INT_PRIV_024,맥락적 개인정보 보호 실패,AI 시스템이 프라이버시 민감 상황에서 공개 범위와 정보주체의 기대를 잘못 판단하여 맥락상 보호돼야 할 개인정보를 노출하는 리스크.
0.283,General,G_INT_PRIV,G_INT_PRIV_021,AI 기반 대량 감시,"AI 시스템이 대규모 개인의 위치, 행동 또는 통신 정보를 지속적으로 수집·결합·추론하여 사생활과 익명성을 침해하는 리스크.",G_INT_PRIV_022,재식별 및 정보 추론,AI 시스템이 익명화되거나 부분적으로 공개된 데이터를 결합·추론하여 개인의 신원을 재식별하거나 공개되지 않은 개인정보를 도출하는 리스크.
0.282,General,G_INT_COPY,G_INT_COPY_005,프롬프트를 통한 저작물·지식재산의 무단 입력,이용자가 저작물이나 그 밖의 지식재산을 권리자의 허락 또는 적법한 근거 없이 AI 모델의 프롬프트에 입력하여 해당 정보가 처리·노출되고 권리자의 정당한 이익이 침해되는 리스크.,G_INT_COPY_008,저작물의 무단 복제·변형·배포,AI 시스템이 저작물을 저작재산권자의 허락이나 그 밖의 적법한 근거 없이 복제·배포하거나 변형하여 2차적저작물을 작성함으로써 저작재산권과 권리자의 정당한 이익을 침해하는 리스크.
0.282,General,G_INT_PRIV,G_INT_PRIV_007,개인정보 보호조치 미흡,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 결함 있는 데이터 저장·처리 관행이 수집된 개인정보를 유출과 부적절한 접근으로부터 보호하지 못하는 리스크.,G_INT_PRIV_010,보호조치 없는 개인정보 수집,"AI 시스템의 학습 데이터셋이 웹 스크래핑으로 수집된 개인 데이터·개인식별정보를 적절한 보호조치 없이 포함하거나, 후속 미세조정에 사용하는 사내 데이터가 그러한 정보를 적절히 보호하지 않아 개인정보와 정보자기결정권이 침해되는 리스크."
0.282,General,G_INT_PRIV,G_INT_PRIV_007,개인정보 보호조치 미흡,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 결함 있는 데이터 저장·처리 관행이 수집된 개인정보를 유출과 부적절한 접근으로부터 보호하지 못하는 리스크.,G_INT_PRIV_013,익명화된 데이터의 재식별,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 데이터에서 개인 식별 정보(PII)와 민감 개인정보(SPI)를 제거하더라도 데이터에 남아 있는 다른 특성과의 상관관계로 인해 개인이 재식별되는 리스크.
0.281,General,G_Others,G_Others_037,학습 단계의 치명적 실수,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 AGI가 안전 탐색 실패나 분포 변화 등으로 학습 단계에서 치명적 실수를 범하는 리스크.,G_Others_071,다원적 선호 집계 실패,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 시스템이 상충하는 인간 선호를 단일 목표로 통합하면서 복수의 도덕적·사회적 우선순위를 잘못 표현하는 리스크.
0.28,General,G_INT_PRIV,G_INT_PRIV_004,사생활·평판 정보 노출,"AI 시스템이 개인의 사생활 또는 평판에 관한 정보를 노출하는 콘텐츠를 생성하거나, 그러한 정보 노출로 이어지는 판단·행동을 수행·조장·지원하여 프라이버시와 정보자기결정권을 침해하는 리스크.",G_INT_PRIV_017,민감한 개인 속성 추론,AI 모델이 이용자 또는 관리자가 공개할 의도가 없었던 민감한 개인 속성을 추론하여 노출함으로써 프라이버시와 정보자기결정권을 침해하는 리스크.
0.28,General,G_INT_PRIV,G_INT_PRIV_015,개인정보 수집 제한 우회,AI 시스템 개발자가 개인정보 취득에 관한 법적 제한을 우회하거나 적법한 근거·유효한 동의 없는 수집 관행을 채택하여 개인정보와 정보자기결정권을 침해하는 리스크.,G_INT_PRIV_020,재산 정보·개인정보·사적 사실의 부당한 노출,"AI 시스템이 대화·추론·출력 과정에서 재산 정보, 개인정보 또는 사적 사실을 정보주체의 동의, 정당한 권한 또는 그 밖의 적법한 근거 없이 노출하여 사생활의 비밀과 자유 및 개인정보자기결정권을 침해하는 리스크."
0.28,General,G_SYS_SECADV,G_SYS_SECADV_004,안전장치 우회를 통한 금지 정보 노출,공격자가 탈옥이나 적대적으로 구성된 지시로 AI 모델의 안전장치를 우회하고 금지된 출력을 유도하여 불법·비윤리 정보에 접근하는 리스크.,G_SYS_SECADV_033,페르소나 지정·사회공학 기법에 의한 안전장치 우회,공격자가 모델에 특정 페르소나를 지정하거나 인간 또는 다른 대규모 언어 모델(LLM)이 고안한 사회공학 기법을 사용하여 안전장치를 우회하고 금지된 출력이나 행동을 유도하는 리스크.
0.279,General,G_SYS_EVAL,G_SYS_EVAL_015,감사자 독립성 실패,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 이해 상충, 선정 유인, 피감사 조직에 대한 의존으로 감사 결과가 훼손되는 리스크.",G_SYS_EVAL_028,외부 평가 접근 실패,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 외부 평가자가 역량, 한계, 안전장치를 시험하기에 충분한 시스템 접근 권한을 확보하지 못하는 리스크."
0.279,General,G_INT_PRIV,G_INT_PRIV_008,통신 및 비공개 정보 침해,AI 시스템이 통신 및 비공개 정보 침해 관련 콘텐츠·판단·행동을 수행·조장·지원하여 프라이버시와 정보자기결정권을 침해하는 리스크.,G_INT_PRIV_026,피지컬 AI의 사적 공간 침해와 지속적 민감정보 수집,"로봇의 센서, 이동성, 지도화 기능이 가정·사업장 등 사적 공간의 영상, 음성, 위치, 행동 정보를 지속적으로 수집·추론하여 프라이버시와 정보자기결정권을 침해하는 리스크."
0.278,Agentic,A_SYS_GOAL,A_SYS_GOAL_010,AGI 목표 안전성 확보 실패,"AI 에이전트의 목표 추구·계획·도구 사용·행동 과정에서 AGI의 목표를 안전하게 정렬·유지하려는 시도가 실패하여, 자기 개선 과정에서 목표 안전성이 보존되지 않고 인간이 지지하지 않는 목표를 추구하게 되는 리스크.",A_SYS_GOAL_012,목표 지향성에 따른 유해한 도구적 목표와 권력 추구,"AI 에이전트의 목표 추구·계획·도구 사용·행동 과정에서 정렬되지 않은 목표 지향적 추론에서 기만, 자기 보존, 자원 획득, 목표 보존, 교정 방해와 같은 도구적 하위 목표가 출현하여 인간의 통제와 안전을 훼손하는 리스크."
0.277,General,G_SYS_EVAL,G_SYS_EVAL_015,감사자 독립성 실패,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 이해 상충, 선정 유인, 피감사 조직에 대한 의존으로 감사 결과가 훼손되는 리스크.",G_SYS_EVAL_034,감사 체크리스트의 형식적 준수,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 감사가 실질적인 위험을 식별하지 못한 채 규정 준수 여부만 확인하는 형식적인 체크리스트 점검으로 전락하는 리스크.
0.276,General,G_SYS_EVAL,G_SYS_EVAL_014,보증 사례 실패,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 안전 또는 보증 사례가 불완전하거나 검증 불가능하거나 시스템과 맥락 변화에 맞추어 갱신되지 않는 리스크.,G_SYS_EVAL_038,잘못된 위험 측정과 예측 오류,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 위험을 측정·추적하기 위한 지표가 위험을 불완전하게 포착하거나 잘못 측정하고, 시스템의 예측 또한 부정확하여 의사결정이 왜곡된 정보에 기반하게 되는 리스크."
0.276,General,G_SOC_CULT,G_SOC_CULT_002,창의성·비판적 사고의 저하,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 인간의 창의성, 예술적 표현, 상상력, 비판적 사고와 문제 해결 능력이 평가 절하되거나 저하되는 리스크.",G_SOC_CULT_005,문화적 박탈,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 말하기 방식, 유머 표현, 문화 정체성을 구성하는 소리와 목소리 등 문화적 재화와 가치가 의도적 또는 비의도적으로 소거되거나 다른 문화에서 부적절하게 재사용되는 리스크."
