sim,scope,dom,l3_a,id_a,ko_a,en_a,def_ko_a,l3_b,id_b,ko_b,en_b,def_ko_b
0.818,within-L3,General,G_INT_REPR,G_INT_REPR_012,정치적 성향 기반 적대·차별적 표상,Hostile and discriminatory representations based on political orientation,AI 시스템이 정치적 성향을 이유로 개인·집단에 대한 적대감·경멸·비하·배제 또는 차별적 표상을 생성·강화·정당화하여 존엄과 공정한 대우를 훼손하는 리스크.,G_INT_REPR,G_INT_REPR_014,종교 기반 적대·차별적 표상,Hostile and discriminatory representations based on religion,AI 시스템이 종교를 이유로 개인이나 집단에 대한 적대감·경멸·비하·배제 또는 차별적 표상을 생성·강화·정당화하여 존엄성과 공정한 대우를 훼손하는 리스크.
0.812,within-L3,General,G_INT_REPR,G_INT_REPR_007,가족 상태·가구 형태 기반 적대·차별적 표상,Hostile and discriminatory representations based on family status and household structure,AI 시스템이 가족 상태 또는 가구 형태를 이유로 개인이나 집단에 대한 적대감·경멸·비하·배제 또는 차별적 표상을 생성·강화·정당화하여 존엄성과 공정한 대우를 훼손하는 리스크.,G_INT_REPR,G_INT_REPR_015,사회경제적 지위 기반 적대·차별적 표상,Hostile and discriminatory representations based on socioeconomic status,AI 시스템이 사회경제적 지위를 이유로 개인이나 집단에 대한 적대감·경멸·비하·배제 또는 차별적 표상을 생성·강화·정당화하여 존엄성과 공정한 대우를 훼손하는 리스크.
0.808,within-L3,General,G_INT_REPR,G_INT_REPR_006,학력 기반 적대·차별적 표상,Hostile and discriminatory representations based on educational background,AI 시스템이 학력을 이유로 개인·집단에 대한 적대감·경멸·비하·배제 또는 차별적 표상을 생성·강화·정당화하여 존엄과 공정한 대우를 훼손하는 리스크.,G_INT_REPR,G_INT_REPR_009,건강 상태 기반 적대·차별적 표상,Hostile and discriminatory representations based on health status,AI 시스템이 건강 상태를 이유로 개인이나 집단에 대한 적대감·경멸·비하·배제 또는 차별적 표상을 생성·강화·정당화하여 존엄성과 공정한 대우를 훼손하는 리스크.
0.805,within-L3,General,G_INT_ILLEGAL,G_INT_ILLEGAL_003,금융 범죄 및 사기,Financial crimes and fraud,AI 시스템이 금융 범죄 및 사기 관련 콘텐츠·판단·행동을 수행·계획·최적화·은폐하거나 실행을 지원하여 법적·사회적 피해를 초래하는 리스크.,G_INT_ILLEGAL,G_INT_ILLEGAL_009,교통·공공안전 관련 범죄,Traffic and public-safety offences,AI 시스템이 교통 및 공공 안전 범죄 관련 콘텐츠·판단·행동을 수행·계획·최적화·은폐하거나 실행을 지원하여 법적·사회적 피해를 초래하는 리스크.
0.802,within-L3,General,G_INT_REPR,G_INT_REPR_004,연령 기반 적대·차별적 표상,Hostile and discriminatory representations based on age,AI 시스템이 연령을 이유로 개인·집단에 대한 적대감·경멸·비하·배제 또는 차별적 표상을 생성·강화·정당화하여 존엄과 공정한 대우를 훼손하는 리스크.,G_INT_REPR,G_INT_REPR_015,사회경제적 지위 기반 적대·차별적 표상,Hostile and discriminatory representations based on socioeconomic status,AI 시스템이 사회경제적 지위를 이유로 개인이나 집단에 대한 적대감·경멸·비하·배제 또는 차별적 표상을 생성·강화·정당화하여 존엄성과 공정한 대우를 훼손하는 리스크.
0.802,within-L3,General,G_INT_REPR,G_INT_REPR_011,직업 기반 적대·차별적 표상,Hostile and discriminatory representations based on occupation,AI 시스템이 직업을 이유로 개인·집단에 대한 적대감·경멸·비하·배제 또는 차별적 표상을 생성·강화·정당화하여 존엄과 공정한 대우를 훼손하는 리스크.,G_INT_REPR,G_INT_REPR_015,사회경제적 지위 기반 적대·차별적 표상,Hostile and discriminatory representations based on socioeconomic status,AI 시스템이 사회경제적 지위를 이유로 개인이나 집단에 대한 적대감·경멸·비하·배제 또는 차별적 표상을 생성·강화·정당화하여 존엄성과 공정한 대우를 훼손하는 리스크.
0.8,within-L3,General,G_INT_REPR,G_INT_REPR_009,건강 상태 기반 적대·차별적 표상,Hostile and discriminatory representations based on health status,AI 시스템이 건강 상태를 이유로 개인이나 집단에 대한 적대감·경멸·비하·배제 또는 차별적 표상을 생성·강화·정당화하여 존엄성과 공정한 대우를 훼손하는 리스크.,G_INT_REPR,G_INT_REPR_013,인종·민족 기반 적대·차별적 표상,Hostile and discriminatory representations based on race and ethnicity,AI 시스템이 인종·민족을 이유로 개인·집단에 대한 적대감·경멸·비하·배제 또는 차별적 표상을 생성·강화·정당화하여 존엄과 공정한 대우를 훼손하는 리스크.
0.798,within-L3,General,G_INT_ILLEGAL,G_INT_ILLEGAL_006,불법 도박 및 게임 조작,Illegal gambling and game manipulation,AI 시스템이 불법 도박 및 게임 조작 관련 콘텐츠·판단·행동을 수행·계획·최적화·은폐하거나 실행을 지원하여 법적·사회적 피해를 초래하는 리스크.,G_INT_ILLEGAL,G_INT_ILLEGAL_007,불법 의료 행위,Illegal medical practices,AI 시스템이 불법 의료 행위 관련 콘텐츠·판단·행동을 수행·계획·최적화·은폐하거나 실행을 지원하여 법적·사회적 피해를 초래하는 리스크.
0.795,within-L3,General,G_INT_ILLEGAL,G_INT_ILLEGAL_002,환경 및 생태계 범죄,Environmental and ecosystem crimes,AI 시스템이 환경 및 생태계 범죄 관련 콘텐츠·판단·행동을 수행·계획·최적화·은폐하거나 실행을 지원하여 법적·사회적 피해를 초래하는 리스크.,G_INT_ILLEGAL,G_INT_ILLEGAL_009,교통·공공안전 관련 범죄,Traffic and public-safety offences,AI 시스템이 교통 및 공공 안전 범죄 관련 콘텐츠·판단·행동을 수행·계획·최적화·은폐하거나 실행을 지원하여 법적·사회적 피해를 초래하는 리스크.
0.792,within-L3,General,G_INT_REPR,G_INT_REPR_009,건강 상태 기반 적대·차별적 표상,Hostile and discriminatory representations based on health status,AI 시스템이 건강 상태를 이유로 개인이나 집단에 대한 적대감·경멸·비하·배제 또는 차별적 표상을 생성·강화·정당화하여 존엄성과 공정한 대우를 훼손하는 리스크.,G_INT_REPR,G_INT_REPR_012,정치적 성향 기반 적대·차별적 표상,Hostile and discriminatory representations based on political orientation,AI 시스템이 정치적 성향을 이유로 개인·집단에 대한 적대감·경멸·비하·배제 또는 차별적 표상을 생성·강화·정당화하여 존엄과 공정한 대우를 훼손하는 리스크.
0.792,within-L3,General,G_INT_SEX,G_INT_SEX_006,성착취 및 상업적 성행위,Sexual exploitation and commercial sexual activity,AI 시스템이 성착취 및 상업적 성행위 관련 콘텐츠·판단·행동을 생성·조장·정상화하거나 실행을 지원하여 성적 자기결정권과 신체·정신적 안전을 침해하는 리스크.,G_INT_SEX,G_INT_SEX_007,성희롱 및 성적 괴롭힘,Sexual harassment and sexual bullying,AI 시스템이 성희롱 및 성적 괴롭힘 관련 콘텐츠·판단·행동을 생성·조장·정상화하거나 실행을 지원하여 성적 자기결정권과 신체·정신적 안전을 침해하는 리스크.
0.792,within-L3,General,G_INT_SEX,G_INT_SEX_006,성착취 및 상업적 성행위,Sexual exploitation and commercial sexual activity,AI 시스템이 성착취 및 상업적 성행위 관련 콘텐츠·판단·행동을 생성·조장·정상화하거나 실행을 지원하여 성적 자기결정권과 신체·정신적 안전을 침해하는 리스크.,G_INT_SEX,G_INT_SEX_009,성적 대상화 및 페티시화,Sexual objectification and fetishisation,AI 시스템이 성적 대상화 및 성적 페티시 관련 콘텐츠·판단·행동을 생성·조장·정상화하거나 실행을 지원하여 성적 자기결정권과 신체·정신적 안전을 침해하는 리스크.
0.79,within-L3,General,G_INT_ILLEGAL,G_INT_ILLEGAL_006,불법 도박 및 게임 조작,Illegal gambling and game manipulation,AI 시스템이 불법 도박 및 게임 조작 관련 콘텐츠·판단·행동을 수행·계획·최적화·은폐하거나 실행을 지원하여 법적·사회적 피해를 초래하는 리스크.,G_INT_ILLEGAL,G_INT_ILLEGAL_008,불법 약물 제조 및 유통,Manufacture and distribution of illicit drugs,AI 시스템이 불법 약물 제조 및 유통 관련 콘텐츠·판단·행동을 수행·계획·최적화·은폐하거나 실행을 지원하여 법적·사회적 피해를 초래하는 리스크.
0.787,within-L3,General,G_INT_ILLEGAL,G_INT_ILLEGAL_001,사이버 공격 및 시스템 침해,Cyber attacks and system breaches,AI 시스템이 사이버 공격 및 시스템 침해 관련 콘텐츠·판단·행동을 수행·계획·최적화·은폐하거나 실행을 지원하여 법적·사회적 피해를 초래하는 리스크.,G_INT_ILLEGAL,G_INT_ILLEGAL_003,금융 범죄 및 사기,Financial crimes and fraud,AI 시스템이 금융 범죄 및 사기 관련 콘텐츠·판단·행동을 수행·계획·최적화·은폐하거나 실행을 지원하여 법적·사회적 피해를 초래하는 리스크.
0.785,within-L3,General,G_INT_PRIV,G_INT_PRIV_003,개인정보 수집 및 추적,Collection and tracking of personal information,AI 시스템이 개인정보 수집 및 추적 관련 콘텐츠·판단·행동을 수행·조장·지원하여 프라이버시와 정보자기결정권을 침해하는 리스크.,G_INT_PRIV,G_INT_PRIV_008,통신 및 비공개 정보 침해,Infringement of communication and private information,AI 시스템이 통신 및 비공개 정보 침해 관련 콘텐츠·판단·행동을 수행·조장·지원하여 프라이버시와 정보자기결정권을 침해하는 리스크.
0.785,within-L3,General,G_INT_PRIV,G_INT_PRIV_008,통신 및 비공개 정보 침해,Infringement of communication and private information,AI 시스템이 통신 및 비공개 정보 침해 관련 콘텐츠·판단·행동을 수행·조장·지원하여 프라이버시와 정보자기결정권을 침해하는 리스크.,G_INT_PRIV,G_INT_PRIV_009,개인정보 악용 및 거래,Misuse and trade of personal information,AI 시스템이 개인정보 악용 및 거래 관련 콘텐츠·판단·행동을 수행·조장·지원하여 프라이버시와 정보자기결정권을 침해하는 리스크.
0.784,within-L3,General,G_INT_REPR,G_INT_REPR_006,학력 기반 적대·차별적 표상,Hostile and discriminatory representations based on educational background,AI 시스템이 학력을 이유로 개인·집단에 대한 적대감·경멸·비하·배제 또는 차별적 표상을 생성·강화·정당화하여 존엄과 공정한 대우를 훼손하는 리스크.,G_INT_REPR,G_INT_REPR_015,사회경제적 지위 기반 적대·차별적 표상,Hostile and discriminatory representations based on socioeconomic status,AI 시스템이 사회경제적 지위를 이유로 개인이나 집단에 대한 적대감·경멸·비하·배제 또는 차별적 표상을 생성·강화·정당화하여 존엄성과 공정한 대우를 훼손하는 리스크.
0.783,within-L3,General,G_INT_ILLEGAL,G_INT_ILLEGAL_007,불법 의료 행위,Illegal medical practices,AI 시스템이 불법 의료 행위 관련 콘텐츠·판단·행동을 수행·계획·최적화·은폐하거나 실행을 지원하여 법적·사회적 피해를 초래하는 리스크.,G_INT_ILLEGAL,G_INT_ILLEGAL_008,불법 약물 제조 및 유통,Manufacture and distribution of illicit drugs,AI 시스템이 불법 약물 제조 및 유통 관련 콘텐츠·판단·행동을 수행·계획·최적화·은폐하거나 실행을 지원하여 법적·사회적 피해를 초래하는 리스크.
0.777,within-L3,General,G_INT_ILLEGAL,G_INT_ILLEGAL_001,사이버 공격 및 시스템 침해,Cyber attacks and system breaches,AI 시스템이 사이버 공격 및 시스템 침해 관련 콘텐츠·판단·행동을 수행·계획·최적화·은폐하거나 실행을 지원하여 법적·사회적 피해를 초래하는 리스크.,G_INT_ILLEGAL,G_INT_ILLEGAL_002,환경 및 생태계 범죄,Environmental and ecosystem crimes,AI 시스템이 환경 및 생태계 범죄 관련 콘텐츠·판단·행동을 수행·계획·최적화·은폐하거나 실행을 지원하여 법적·사회적 피해를 초래하는 리스크.
