"L4_ID","facet","act-type","L4_Title_ko","L4_Title_en","L4_Description_ko","L4_Description_en","Human audit_description","Human audit_L3 mapping","L4_Description_edited_ko","L4_Description_edited_en","Human audit_duplicate","Instruction Prompt","coverage_change"
"RAI4-0821","","","지식 분포 변화에 따른 응답 노후화","Answer obsolescence from knowledge distribution shift","LLM이 학습한 지식 기반이 시간에 따라 계속 변화함에도 이를 반영하지 못해, 갱신이 필요 한 사실 질문에 낡고 부정확한 답변을 제시하 는 리스크","The risk that knowledge bases on which LLMs were trained continue to shift while the model does not update, producing outdated and incorrect answers to questions whose correct answers change over time.","","","","","","",""
"RAI4-0822","","","맥락 일관성 추구에 의한 아첨과 환각 증폭","Sycophancy and hallucination from context consistency","LLM이 문맥의 일관성을 추구하여 앞선 접두 문맥이나 이용자 의견에 담긴 허위정보를 사 실보다 우선시하고 이를 반복함으로써 아첨 성 응답과 환각이 눈덩이처럼 증폭되는 리스 크","The risk that an LLM's tendency to pursue consistent context leads it to prioritize and reiterate false information contained in prefixes or user-provided opinions over facts, amplifying sycophantic responses and snowballing hallucinations.","","","","","","",""
"RAI4-0938","","","사회적 가치·윤리 규범과 상충하는 모델 출력","Model outputs conflicting with societal ethical values","언어모델이 옳고 그름의 판단, 사회규범 및 법 률과의 관계 등 보편적으로 받아들여지는 사 회적 가치를 충분히 반영하지 못하고 이에 어 긋나는 출력을 내는 리스크.","The risk that language models insufficiently attend to universally accepted societal values—including judgements of right and wrong and their relation to social norms and laws— producing outputs at odds with ethics and morality.","","","","","","",""
"RAI4-0952","","","글쓰기 능력 저하와 학술 문헌 오염","Writing skill erosion and scientific literature pollution","LLM 사용이 문체의 획일화와 개인적 표현의 억압 등 글쓰기 능력을 저해하고, 저품질 생성 원고의 범람으로 학술적 진실성과 과학 문헌 이 오염되는 리스크.","The risk that LLM use erodes writing skills through homogenization of styles and stifling of individual expression, and that a flood of low-quality generated manuscripts pollutes the scientific literature and undermines academic integrity.","","","","","","",""
"RAI4-1041","","","분포 외 입력 취약성","Out-of-distribution input fragility","유효하지 않거나 잡음이 많거나 분포 외 (OOD)인 입력을 만났을 때 시스템이 실패하 거나 복구하지 못하는 리스크.","The risk that the system fails or is unable to recover upon encountering invalid, noisy, or out-of-distribution inputs.","","","","","","",""
"RAI4-1187","","","출력 불일치","Output inconsistency","모델이 서로 다른 사용자, 같은 사용자의 다른 세션, 심지어 같은 대화 안의 발화 사이에서도 동일하고 일관된 답변을 제공하지 못하는 리 스크.","The risk that models fail to provide the same and consistent answers to different users, to the same user in different sessions, and even in chats within the same conversation.","","","","","","",""
"RAI4-1228","","","프롬프트 품질 결함으로 인한 오류","Errors from poor prompt quality","인간 언어의 모호성 때문에 프롬프트를 통한 인간과 기계의 상호작용에서 오류와 오해가 발생하고, 프롬프트를 디버깅하기 어려워 가 치 있는 산출을 이끌어내지 못하는 리스크.","The risk that, due to the ambiguity of human languages, interaction between humans and machines through prompts leads to errors or misunderstandings, and that prompts are hard to debug, so valuable outputs are not elicited.","","","","","","",""
"RAI4-1509","","","벤치마크 오염에 의한 모델 평가 무효화","Benchmark contamination invalidating model evaluation","벤치마크의 원시 데이터와 질문-답변 쌍, 어 노테이션 레이블, 탐지를 피해 번역된 판본, 배포 후 이용자가 입력한 평가 자료가 훈련에 유입되는 리스크. 평가 결과는 일반화가 아니 라 암기를 반영하게 되어 해당 벤치마크가 측 정하려던 역량에 대해 거짓 확신을 준다.","The risk that benchmark material enters training as raw data, question-answer pairs, annotation labels, translated versions that evade detection methods, or user inputs collected after deployment. Evaluation results then reflect memorization rather than generalization, giving false assurance about the capabilities the benchmark was meant to measure.","","","","","","",""
"RAI4-1515","","","사고연쇄와 불일치하는 모델 출력","Model outputs inconsistent with chain-ofthought reasoning","모델 출력의 이해를 돕기 위해 사용되는 사고 연쇄 추론이 모델이 제시하는 최종 답변과 일 치하지 않아 충분한 투명성을 제공하지 못하 는 리스크.","The risk that chain-of-thought reasoning, employed to get a better understanding of a model's output by encouraging transparent reasoning in text form, is inconsistent with the final answer given by the model and therefore does not provide sufficient transparency.","","","","","","",""
"RAI4-1516","","","인코딩된 추론","Encoded reasoning","모델이 스테가노그래피 기법으로 중간 추론 단계를 인간이 해석할 수 없는 방식으로 부호 화하고, 성능 향상 효과 때문에 이러한 경향이 자연히 나타나며 역량이 높은 모델일수록 두 드러지는 리스크.","The risk that models employ steganography techniques to encode their intermediate reasoning steps in ways that are not interpretable by humans, a tendency that may emerge naturally and become more pronounced with more capable models because encoded reasoning can improve performance.","","","","","","",""
"RAI4-1523","","","무관한 문맥에 의한 모델 성능 저하","Performance degradation from irrelevant context","프롬프트에 포함된 무관한 정보가 모델의 주 의를 분산시켜 사고연쇄 프롬프팅을 포함한 다양한 기법에서 성능이 크게 저하되는 리스 크.","The risk that models are easily distracted by irrelevant provided information such as context in LLMs, leading to a significant decrease in performance across prompting techniques including chain-ofthought prompting.","","","","","","",""
"RAI4-1526","","","프롬프트 형식 민감성으로 인한 평가 신뢰성 저하","Evaluation unreliability from promptformat sensitivity","구분자·대소문자·간격 등 사소한 프롬프트 형 식 변화가 모델 성능을 크게 변동시켜 모델 평 가와 비교의 신뢰성을 저하시키는 리스크.","The risk that LLMs are highly sensitive to variations in prompt formatting such as changes in separators, casing, or spacing, so that even minor modifications shift model performance significantly and affect the reliability of model evaluations and comparisons.","","","","","","",""
"RAI4-1702","","","분포 변화 견고성 실패에 의한 확신 오류 [기원]","Confidently wrong outputs from failed robustness to distributional shift [origin]","(GYK-2025 '비정상 분포'의 기원 항목으로 상호참조.) 테스트 분포가 훈련 분포와 달라질 때 기계학습 시스템의 성능이 저하되면서도 높은 확신을 유지한 채 잘못된 출력을 산출하 는 리스크.","The risk that an ML system performs poorly and remains confidently wrong when the test distribution differs from training. NOTE: origin of GYK-2025 ""Nonstationary distribution""; cross-reference.","","","","","1","""GYK-2025 비정상분포의 기원 항목으로 상호참조"". RAI4-1041(분포 외 입력 취약성)과도 중첩.",""
"RAI4-0186","","","물리적 상식 위반","Commonsense physicality violation","모델이 물체 지지, 안정성, 포함 관계, 중력에 관한 기본적인 물리적 상식을 위반하는 행동 을 제안하거나 실행하는 리스크.","The risk that a model proposes or executes an action that violates basic physical commonsense about object support, stability, containment, or gravity.","1","","AI 시스템이 물체 지지·안정성·포함 관계·중력 등 기본적인 물리적 상식에 반하는 판단·조언·행동을 생성하거나 실행하는 리스크.","The risk that an AI system generates or executes judgments, advice, or actions that violate basic physical commonsense about object support, stability, containment, or gravity.","","",""
